TABLE_NAME,COLUMN_NAME,DATABASE_NAME
services,service details,local_govt_and_lot
residents services,resident id,local_govt_and_lot
residents services,service id,local_govt_and_lot
residents services,date moved in,local_govt_and_lot
residents services,property id,local_govt_and_lot
residents services,date requested,local_govt_and_lot
residents services,date provided,local_govt_and_lot
residents services,other details,local_govt_and_lot
things,thing id,local_govt_and_lot
things,organization id,local_govt_and_lot
things,type of thing code,local_govt_and_lot
things,service type code,local_govt_and_lot
things,service details,local_govt_and_lot
customer events,customer event id,local_govt_and_lot
customer events,customer id,local_govt_and_lot
customer events,date moved in,local_govt_and_lot
customer events,property id,local_govt_and_lot
customer events,resident id,local_govt_and_lot
customer events,thing id,local_govt_and_lot
customer event notes,customer event note id,local_govt_and_lot
customer event notes,customer event id,local_govt_and_lot
customer event notes,service type code,local_govt_and_lot
customer event notes,resident id,local_govt_and_lot
customer event notes,property id,local_govt_and_lot
customer event notes,date moved in,local_govt_and_lot
timed status of things,thing id,local_govt_and_lot
timed status of things,date and date,local_govt_and_lot
timed status of things,status of thing code,local_govt_and_lot
timed locations of things,thing id,local_govt_and_lot
timed locations of things,date and time,local_govt_and_lot
timed locations of things,location code,local_govt_and_lot
train,id,station_weather
train,train number,station_weather
train,name,station_weather
train,origin,station_weather
train,destination,station_weather
train,time,station_weather
train,interval,station_weather
station,id,station_weather
station,network name,station_weather
station,services,station_weather
station,local authority,station_weather
route,train id,station_weather
route,station id,station_weather
weekly weather,station id,station_weather
weekly weather,day of week,station_weather
weekly weather,high temperature,station_weather
weekly weather,low temperature,station_weather
weekly weather,precipitation,station_weather
weekly weather,wind speed mph,station_weather
member,member id,shop_membership
member,card number,shop_membership
member,name,shop_membership
member,hometown,shop_membership
member,level,shop_membership
branch,branch id,shop_membership
branch,name,shop_membership
branch,open year,shop_membership
branch,address road,shop_membership
branch,city,shop_membership
branch,membership amount,shop_membership
membership register branch,member id,shop_membership
membership register branch,branch id,shop_membership
membership register branch,register year,shop_membership
purchase,member id,shop_membership
purchase,branch id,shop_membership
purchase,year,shop_membership
purchase,total pounds,shop_membership
addresses,address id,driving_school
addresses,line 1 number building,driving_school
addresses,city,driving_school
addresses,zip postcode,driving_school
addresses,state province county,driving_school
addresses,country,driving_school
staff,staff id,driving_school
staff,staff address id,driving_school
staff,nickname,driving_school
staff,first name,driving_school
staff,middle name,driving_school
staff,last name,driving_school
staff,date of birth,driving_school
staff,date joined staff,driving_school
staff,date left staff,driving_school
vehicles,vehicle id,driving_school
vehicles,vehicle details,driving_school
customers,customer id,driving_school
customers,customer address id,driving_school
customers,customer status code,driving_school
customers,date became customer,driving_school
customers,date of birth,driving_school
customers,first name,driving_school
customers,last name,driving_school
customers,amount outstanding,driving_school
customers,email address,driving_school
customers,phone number,driving_school
customers,cell mobile phone number,driving_school
customer payments,customer id,driving_school
customer payments,datetime payment,driving_school
customer payments,payment method code,driving_school
customer payments,amount payment,driving_school
lessons,lesson id,driving_school
lessons,customer id,driving_school
lessons,lesson status code,driving_school
lessons,staff id,driving_school
lessons,vehicle id,driving_school
lessons,lesson date,driving_school
lessons,lesson time,driving_school
lessons,price,driving_school
stadium,stadium id,concert_singer
stadium,location,concert_singer
stadium,name,concert_singer
stadium,capacity,concert_singer
stadium,highest,concert_singer
stadium,lowest,concert_singer
stadium,average,concert_singer
singer,singer id,concert_singer
singer,name,concert_singer
singer,country,concert_singer
singer,song name,concert_singer
singer,song release year,concert_singer
singer,age,concert_singer
singer,is male,concert_singer
concert,concert id,concert_singer
concert,concert name,concert_singer
concert,theme,concert_singer
concert,stadium id,concert_singer
concert,year,concert_singer
singer in concert,concert id,concert_singer
singer in concert,singer id,concert_singer
songs,song id,music_2
songs,title,music_2
albums,aid,music_2
albums,title,music_2
albums,year,music_2
albums,label,music_2
albums,type,music_2
band,id,music_2
band,first name,music_2
band,last name,music_2
instruments,song id,music_2
instruments,bandmate id,music_2
instruments,instrument,music_2
performance,song id,music_2
performance,bandmate,music_2
performance,stage position,music_2
track lists,album id,music_2
track lists,position,music_2
track lists,song id,music_2
vocals,song id,music_2
vocals,bandmate,music_2
vocals,type,music_2
club,club id,sports_competition
club,name,sports_competition
club,region,sports_competition
club,start year,sports_competition
club rank,rank,sports_competition
club rank,club id,sports_competition
club rank,gold,sports_competition
club rank,silver,sports_competition
club rank,bronze,sports_competition
club rank,total,sports_competition
player,player id,sports_competition
player,name,sports_competition
player,position,sports_competition
player,club id,sports_competition
player,apps,sports_competition
player,tries,sports_competition
player,goals,sports_competition
player,points,sports_competition
competition,competition id,sports_competition
competition,year,sports_competition
competition,competition type,sports_competition
competition,country,sports_competition
competition result,competition id,sports_competition
competition result,club id 1,sports_competition
competition result,club id 2,sports_competition
competition result,score,sports_competition
railway,railway id,railway
railway,railway,railway
railway,builder,railway
railway,built,railway
railway,wheels,railway
railway,location,railway
railway,objectnumber,railway
train,train id,railway
train,train num,railway
train,name,railway
train,from,railway
train,arrival,railway
train,railway id,railway
manager,manager id,railway
manager,name,railway
manager,country,railway
manager,working year starts,railway
manager,age,railway
manager,level,railway
railway manage,railway id,railway
railway manage,manager id,railway
railway manage,from year,railway
rooms,room id,inn_1
rooms,room name,inn_1
rooms,beds,inn_1
rooms,bed type,inn_1
rooms,max occupancy,inn_1
rooms,base price,inn_1
rooms,decor,inn_1
reservations,code,inn_1
reservations,room,inn_1
reservations,check in,inn_1
reservations,check out,inn_1
reservations,rate,inn_1
reservations,last name,inn_1
reservations,first name,inn_1
reservations,adults,inn_1
reservations,kids,inn_1
museum,museum id,museum_visit
museum,name,museum_visit
museum,num of staff,museum_visit
museum,open year,museum_visit
customer,customer id,museum_visit
customer,name,museum_visit
customer,level of membership,museum_visit
customer,age,museum_visit
visit,museum id,museum_visit
visit,customer id,museum_visit
visit,num of ticket,museum_visit
visit,total spent,museum_visit
web client accelerator,id,browser_web
web client accelerator,name,browser_web
web client accelerator,operating system,browser_web
web client accelerator,client,browser_web
web client accelerator,connection,browser_web
browser,id,browser_web
browser,name,browser_web
browser,market share,browser_web
accelerator compatible browser,accelerator id,browser_web
accelerator compatible browser,browser id,browser_web
accelerator compatible browser,compatible since year,browser_web
all star,player id,baseball_1
all star,year,baseball_1
all star,game num,baseball_1
all star,game id,baseball_1
all star,team id,baseball_1
all star,league id,baseball_1
all star,gp,baseball_1
all star,starting pos,baseball_1
appearances,year,baseball_1
appearances,team id,baseball_1
appearances,league id,baseball_1
appearances,player id,baseball_1
appearances,g all,baseball_1
appearances,gs,baseball_1
appearances,g batting,baseball_1
appearances,g defense,baseball_1
appearances,g p,baseball_1
appearances,g c,baseball_1
appearances,g 1b,baseball_1
appearances,g 2b,baseball_1
appearances,g 3b,baseball_1
appearances,g ss,baseball_1
appearances,g lf,baseball_1
appearances,g cf,baseball_1
appearances,g rf,baseball_1
appearances,g of,baseball_1
appearances,g dh,baseball_1
appearances,g ph,baseball_1
appearances,g pr,baseball_1
manager award,player id,baseball_1
manager award,award id,baseball_1
manager award,year,baseball_1
manager award,league id,baseball_1
manager award,tie,baseball_1
manager award,notes,baseball_1
player award,player id,baseball_1
player award,award id,baseball_1
player award,year,baseball_1
player award,league id,baseball_1
player award,tie,baseball_1
player award,notes,baseball_1
manager award vote,award id,baseball_1
manager award vote,year,baseball_1
manager award vote,league id,baseball_1
manager award vote,player id,baseball_1
manager award vote,points won,baseball_1
manager award vote,points max,baseball_1
manager award vote,votes first,baseball_1
player award vote,award id,baseball_1
player award vote,year,baseball_1
player award vote,league id,baseball_1
player award vote,player id,baseball_1
player award vote,points won,baseball_1
player award vote,points max,baseball_1
player award vote,votes first,baseball_1
batting,player id,baseball_1
batting,year,baseball_1
batting,stint,baseball_1
batting,team id,baseball_1
batting,league id,baseball_1
batting,g,baseball_1
batting,ab,baseball_1
batting,r,baseball_1
batting,h,baseball_1
batting,double,baseball_1
batting,triple,baseball_1
batting,hr,baseball_1
batting,rbi,baseball_1
batting,sb,baseball_1
batting,cs,baseball_1
batting,bb,baseball_1
batting,so,baseball_1
batting,ibb,baseball_1
batting,hbp,baseball_1
batting,sh,baseball_1
batting,sf,baseball_1
batting,g idp,baseball_1
batting postseason,year,baseball_1
batting postseason,round,baseball_1
batting postseason,player id,baseball_1
batting postseason,team id,baseball_1
batting postseason,league id,baseball_1
batting postseason,g,baseball_1
batting postseason,ab,baseball_1
batting postseason,r,baseball_1
batting postseason,h,baseball_1
batting postseason,double,baseball_1
batting postseason,triple,baseball_1
batting postseason,hr,baseball_1
batting postseason,rbi,baseball_1
batting postseason,sb,baseball_1
batting postseason,cs,baseball_1
batting postseason,bb,baseball_1
batting postseason,so,baseball_1
batting postseason,ibb,baseball_1
batting postseason,hbp,baseball_1
batting postseason,sh,baseball_1
batting postseason,sf,baseball_1
batting postseason,g idp,baseball_1
player college,player id,baseball_1
player college,college id,baseball_1
player college,year,baseball_1
fielding,player id,baseball_1
fielding,year,baseball_1
fielding,stint,baseball_1
fielding,team id,baseball_1
fielding,league id,baseball_1
fielding,pos,baseball_1
fielding,g,baseball_1
fielding,gs,baseball_1
fielding,inn outs,baseball_1
fielding,po,baseball_1
fielding,a,baseball_1
fielding,e,baseball_1
fielding,dp,baseball_1
fielding,pb,baseball_1
fielding,wp,baseball_1
fielding,sb,baseball_1
fielding,cs,baseball_1
fielding,zr,baseball_1
fielding outfield,player id,baseball_1
fielding outfield,year,baseball_1
fielding outfield,stint,baseball_1
fielding outfield,glf,baseball_1
fielding outfield,gcf,baseball_1
fielding outfield,grf,baseball_1
fielding postseason,player id,baseball_1
fielding postseason,year,baseball_1
fielding postseason,team id,baseball_1
fielding postseason,league id,baseball_1
fielding postseason,round,baseball_1
fielding postseason,pos,baseball_1
fielding postseason,g,baseball_1
fielding postseason,gs,baseball_1
fielding postseason,inn outs,baseball_1
fielding postseason,po,baseball_1
fielding postseason,a,baseball_1
fielding postseason,e,baseball_1
fielding postseason,dp,baseball_1
fielding postseason,tp,baseball_1
fielding postseason,pb,baseball_1
fielding postseason,sb,baseball_1
fielding postseason,cs,baseball_1
hall of fame,player id,baseball_1
hall of fame,yearid,baseball_1
hall of fame,votedby,baseball_1
hall of fame,ballots,baseball_1
hall of fame,needed,baseball_1
hall of fame,votes,baseball_1
hall of fame,inducted,baseball_1
hall of fame,category,baseball_1
hall of fame,needed note,baseball_1
home game,year,baseball_1
home game,league id,baseball_1
home game,team id,baseball_1
home game,park id,baseball_1
home game,span first,baseball_1
home game,span last,baseball_1
home game,games,baseball_1
home game,openings,baseball_1
home game,attendance,baseball_1
manager,player id,baseball_1
manager,year,baseball_1
manager,team id,baseball_1
manager,league id,baseball_1
manager,inseason,baseball_1
manager,g,baseball_1
manager,w,baseball_1
manager,l,baseball_1
manager,rank,baseball_1
manager,plyr mgr,baseball_1
manager half,player id,baseball_1
manager half,year,baseball_1
manager half,team id,baseball_1
manager half,league id,baseball_1
manager half,inseason,baseball_1
manager half,half,baseball_1
manager half,g,baseball_1
manager half,w,baseball_1
manager half,l,baseball_1
manager half,rank,baseball_1
player,player id,baseball_1
player,birth year,baseball_1
player,birth month,baseball_1
player,birth day,baseball_1
player,birth country,baseball_1
player,birth state,baseball_1
player,birth city,baseball_1
player,death year,baseball_1
player,death month,baseball_1
player,death day,baseball_1
player,death country,baseball_1
player,death state,baseball_1
player,death city,baseball_1
player,name first,baseball_1
player,name last,baseball_1
player,name given,baseball_1
player,weight,baseball_1
player,height,baseball_1
player,bats,baseball_1
player,throws,baseball_1
player,debut,baseball_1
player,final game,baseball_1
player,retro id,baseball_1
player,bbref id,baseball_1
park,park id,baseball_1
park,park name,baseball_1
park,park alias,baseball_1
park,city,baseball_1
park,state,baseball_1
park,country,baseball_1
pitching,player id,baseball_1
pitching,year,baseball_1
pitching,stint,baseball_1
pitching,team id,baseball_1
pitching,league id,baseball_1
pitching,w,baseball_1
pitching,l,baseball_1
pitching,g,baseball_1
pitching,gs,baseball_1
pitching,cg,baseball_1
pitching,sho,baseball_1
pitching,sv,baseball_1
pitching,ipouts,baseball_1
pitching,h,baseball_1
pitching,er,baseball_1
pitching,hr,baseball_1
pitching,bb,baseball_1
pitching,so,baseball_1
pitching,baopp,baseball_1
pitching,era,baseball_1
pitching,ibb,baseball_1
pitching,wp,baseball_1
pitching,hbp,baseball_1
pitching,bk,baseball_1
pitching,bfp,baseball_1
pitching,gf,baseball_1
pitching,r,baseball_1
pitching,sh,baseball_1
pitching,sf,baseball_1
pitching,g idp,baseball_1
pitching postseason,player id,baseball_1
pitching postseason,year,baseball_1
pitching postseason,round,baseball_1
pitching postseason,team id,baseball_1
pitching postseason,league id,baseball_1
pitching postseason,w,baseball_1
pitching postseason,l,baseball_1
pitching postseason,g,baseball_1
pitching postseason,gs,baseball_1
pitching postseason,cg,baseball_1
pitching postseason,sho,baseball_1
pitching postseason,sv,baseball_1
pitching postseason,ipouts,baseball_1
pitching postseason,h,baseball_1
pitching postseason,er,baseball_1
pitching postseason,hr,baseball_1
pitching postseason,bb,baseball_1
pitching postseason,so,baseball_1
pitching postseason,baopp,baseball_1
pitching postseason,era,baseball_1
pitching postseason,ibb,baseball_1
pitching postseason,wp,baseball_1
pitching postseason,hbp,baseball_1
pitching postseason,bk,baseball_1
pitching postseason,bfp,baseball_1
pitching postseason,gf,baseball_1
pitching postseason,r,baseball_1
pitching postseason,sh,baseball_1
pitching postseason,sf,baseball_1
pitching postseason,g idp,baseball_1
salary,year,baseball_1
salary,team id,baseball_1
salary,league id,baseball_1
salary,player id,baseball_1
salary,salary,baseball_1
college,college id,baseball_1
college,name full,baseball_1
college,city,baseball_1
college,state,baseball_1
college,country,baseball_1
postseason,year,baseball_1
postseason,round,baseball_1
postseason,team id winner,baseball_1
postseason,league id winner,baseball_1
postseason,team id loser,baseball_1
postseason,league id loser,baseball_1
postseason,wins,baseball_1
postseason,losses,baseball_1
postseason,ties,baseball_1
team,year,baseball_1
team,league id,baseball_1
team,team id,baseball_1
team,franchise id,baseball_1
team,div id,baseball_1
team,rank,baseball_1
team,g,baseball_1
team,ghome,baseball_1
team,w,baseball_1
team,l,baseball_1
team,div win,baseball_1
team,wc win,baseball_1
team,lg win,baseball_1
team,ws win,baseball_1
team,r,baseball_1
team,ab,baseball_1
team,h,baseball_1
team,double,baseball_1
team,triple,baseball_1
team,hr,baseball_1
team,bb,baseball_1
team,so,baseball_1
team,sb,baseball_1
team,cs,baseball_1
team,hbp,baseball_1
team,sf,baseball_1
team,ra,baseball_1
team,er,baseball_1
team,era,baseball_1
team,cg,baseball_1
team,sho,baseball_1
team,sv,baseball_1
team,ipouts,baseball_1
team,ha,baseball_1
team,hra,baseball_1
team,bba,baseball_1
team,soa,baseball_1
team,e,baseball_1
team,dp,baseball_1
team,fp,baseball_1
team,name,baseball_1
team,park,baseball_1
team,attendance,baseball_1
team,bpf,baseball_1
team,ppf,baseball_1
team,team id br,baseball_1
team,team id lahman45,baseball_1
team,team id retro,baseball_1
team franchise,franchise id,baseball_1
team franchise,franchise name,baseball_1
team franchise,active,baseball_1
team franchise,na assoc,baseball_1
team half,year,baseball_1
team half,league id,baseball_1
team half,team id,baseball_1
team half,half,baseball_1
team half,div id,baseball_1
team half,div win,baseball_1
team half,rank,baseball_1
team half,g,baseball_1
team half,w,baseball_1
team half,l,baseball_1
architect,id,architecture
architect,name,architecture
architect,nationality,architecture
architect,gender,architecture
bridge,architect id,architecture
bridge,id,architecture
bridge,name,architecture
bridge,location,architecture
bridge,length meters,architecture
bridge,length feet,architecture
mill,architect id,architecture
mill,id,architecture
mill,location,architecture
mill,name,architecture
mill,type,architecture
mill,built year,architecture
mill,notes,architecture
campuses,id,csu_1
campuses,campus,csu_1
campuses,location,csu_1
campuses,county,csu_1
campuses,year,csu_1
csu fees,campus,csu_1
csu fees,year,csu_1
csu fees,campus fee,csu_1
degrees,year,csu_1
degrees,campus,csu_1
degrees,degrees,csu_1
discipline enrollments,campus,csu_1
discipline enrollments,discipline,csu_1
discipline enrollments,year,csu_1
discipline enrollments,undergraduate,csu_1
discipline enrollments,graduate,csu_1
enrollments,campus,csu_1
enrollments,year,csu_1
enrollments,totalenrollment ay,csu_1
enrollments,fte ay,csu_1
faculty,campus,csu_1
faculty,year,csu_1
faculty,faculty,csu_1
customers,customer id,tracking_orders
customers,customer name,tracking_orders
customers,customer details,tracking_orders
invoices,invoice number,tracking_orders
invoices,invoice date,tracking_orders
invoices,invoice details,tracking_orders
orders,order id,tracking_orders
orders,customer id,tracking_orders
orders,order status,tracking_orders
orders,date order placed,tracking_orders
orders,order details,tracking_orders
products,product id,tracking_orders
products,product name,tracking_orders
products,product details,tracking_orders
order items,order item id,tracking_orders
order items,product id,tracking_orders
order items,order id,tracking_orders
order items,order item status,tracking_orders
order items,order item details,tracking_orders
shipments,shipment id,tracking_orders
shipments,order id,tracking_orders
shipments,invoice number,tracking_orders
shipments,shipment tracking number,tracking_orders
shipments,shipment date,tracking_orders
shipments,other shipment details,tracking_orders
shipment items,shipment id,tracking_orders
shipment items,order item id,tracking_orders
customers,customer id,insurance_policies
customers,customer details,insurance_policies
customer policies,policy id,insurance_policies
customer policies,customer id,insurance_policies
customer policies,policy type code,insurance_policies
customer policies,start date,insurance_policies
customer policies,end date,insurance_policies
claims,claim id,insurance_policies
claims,policy id,insurance_policies
claims,date claim made,insurance_policies
claims,date claim settled,insurance_policies
claims,amount claimed,insurance_policies
claims,amount settled,insurance_policies
settlements,settlement id,insurance_policies
settlements,claim id,insurance_policies
settlements,date claim made,insurance_policies
settlements,date claim settled,insurance_policies
settlements,amount claimed,insurance_policies
settlements,amount settled,insurance_policies
settlements,customer policy id,insurance_policies
payments,payment id,insurance_policies
payments,settlement id,insurance_policies
payments,payment method code,insurance_policies
payments,date payment made,insurance_policies
payments,amount payment,insurance_policies
company,company id,gas_company
company,rank,gas_company
company,company,gas_company
company,headquarters,gas_company
company,main industry,gas_company
company,sales billion,gas_company
company,profits billion,gas_company
company,assets billion,gas_company
company,market value,gas_company
gas station,station id,gas_company
gas station,open year,gas_company
gas station,location,gas_company
gas station,manager name,gas_company
gas station,vice manager name,gas_company
gas station,representative name,gas_company
station company,station id,gas_company
station company,company id,gas_company
station company,rank of the year,gas_company
addresses,address id,e_government
addresses,line 1 number building,e_government
addresses,town city,e_government
addresses,zip postcode,e_government
addresses,state province county,e_government
addresses,country,e_government
services,service id,e_government
services,service type code,e_government
services,service name,e_government
services,service descriptio,e_government
forms,form id,e_government
forms,form type code,e_government
forms,service id,e_government
forms,form number,e_government
forms,form name,e_government
forms,form description,e_government
individuals,individual id,e_government
individuals,individual first name,e_government
individuals,individual middle name,e_government
individuals,inidividual phone,e_government
individuals,individual email,e_government
individuals,individual address,e_government
individuals,individual last name,e_government
organizations,organization id,e_government
organizations,date formed,e_government
organizations,organization name,e_government
organizations,uk vat number,e_government
parties,party id,e_government
parties,payment method code,e_government
parties,party phone,e_government
parties,party email,e_government
organization contact individuals,individual id,e_government
organization contact individuals,organization id,e_government
organization contact individuals,date contact from,e_government
organization contact individuals,date contact to,e_government
party addresses,party id,e_government
party addresses,address id,e_government
party addresses,date address from,e_government
party addresses,address type code,e_government
party addresses,date address to,e_government
party forms,party id,e_government
party forms,form id,e_government
party forms,date completion started,e_government
party forms,form status code,e_government
party forms,date fully completed,e_government
party services,booking id,e_government
party services,customer id,e_government
party services,service id,e_government
party services,service datetime,e_government
party services,booking made date,e_government
driver,driver id,school_bus
driver,name,school_bus
driver,party,school_bus
driver,home city,school_bus
driver,age,school_bus
school,school id,school_bus
school,grade,school_bus
school,school,school_bus
school,location,school_bus
school,type,school_bus
school bus,school id,school_bus
school bus,driver id,school_bus
school bus,years working,school_bus
school bus,if full time,school_bus
repair,repair id,machine_repair
repair,name,machine_repair
repair,launch date,machine_repair
repair,notes,machine_repair
machine,machine id,machine_repair
machine,making year,machine_repair
machine,class,machine_repair
machine,team,machine_repair
machine,machine series,machine_repair
machine,value points,machine_repair
machine,quality rank,machine_repair
technician,technician id,machine_repair
technician,name,machine_repair
technician,team,machine_repair
technician,starting year,machine_repair
technician,age,machine_repair
repair assignment,technician id,machine_repair
repair assignment,repair id,machine_repair
repair assignment,machine id,machine_repair
artist,artist id,theme_gallery
artist,name,theme_gallery
artist,country,theme_gallery
artist,year join,theme_gallery
artist,age,theme_gallery
exhibition,exhibition id,theme_gallery
exhibition,year,theme_gallery
exhibition,theme,theme_gallery
exhibition,artist id,theme_gallery
exhibition,ticket price,theme_gallery
exhibition record,exhibition id,theme_gallery
exhibition record,date,theme_gallery
exhibition record,attendance,theme_gallery
film,film id,film_rank
film,title,film_rank
film,studio,film_rank
film,director,film_rank
film,gross in dollar,film_rank
market,market id,film_rank
market,country,film_rank
market,number cities,film_rank
film market estimation,estimation id,film_rank
film market estimation,low estimate,film_rank
film market estimation,high estimate,film_rank
film market estimation,film id,film_rank
film market estimation,type,film_rank
film market estimation,market id,film_rank
film market estimation,year,film_rank
region,region id,party_people
region,region name,party_people
region,date,party_people
region,label,party_people
region,format,party_people
region,catalogue,party_people
party,party id,party_people
party,minister,party_people
party,took office,party_people
party,left office,party_people
party,region id,party_people
party,party name,party_people
member,member id,party_people
member,member name,party_people
member,party id,party_people
member,in office,party_people
party events,event id,party_people
party events,event name,party_people
party events,party id,party_people
party events,member in charge id,party_people
physician,employee id,hospital_1
physician,name,hospital_1
physician,position,hospital_1
physician,ssn,hospital_1
department,departmentid,hospital_1
department,name,hospital_1
department,head,hospital_1
affiliated with,physician,hospital_1
affiliated with,department,hospital_1
affiliated with,primary affiliation,hospital_1
procedures,code,hospital_1
procedures,name,hospital_1
procedures,cost,hospital_1
trained in,physician,hospital_1
trained in,treatment,hospital_1
trained in,certification date,hospital_1
trained in,certification expires,hospital_1
patient,ssn,hospital_1
patient,name,hospital_1
patient,address,hospital_1
patient,phone,hospital_1
patient,insurance id,hospital_1
patient,pcp,hospital_1
nurse,employee id,hospital_1
nurse,name,hospital_1
nurse,position,hospital_1
nurse,registered,hospital_1
nurse,ssn,hospital_1
appointment,appointment id,hospital_1
appointment,patient,hospital_1
appointment,prep nurse,hospital_1
appointment,physician,hospital_1
appointment,start,hospital_1
appointment,end,hospital_1
appointment,examination room,hospital_1
medication,code,hospital_1
medication,name,hospital_1
medication,brand,hospital_1
medication,description,hospital_1
prescribes,physician,hospital_1
prescribes,patient,hospital_1
prescribes,medication,hospital_1
prescribes,date,hospital_1
prescribes,appointment,hospital_1
prescribes,dose,hospital_1
block,block floor,hospital_1
block,block code,hospital_1
room,roomnumber,hospital_1
room,room type,hospital_1
room,block floor,hospital_1
room,block code,hospital_1
room,unavailable,hospital_1
on call,nurse,hospital_1
on call,block floor,hospital_1
on call,block code,hospital_1
on call,oncall start,hospital_1
on call,oncall end,hospital_1
stay,stay id,hospital_1
stay,patient,hospital_1
stay,room,hospital_1
stay,stay start,hospital_1
stay,stay end,hospital_1
undergoes,patient,hospital_1
undergoes,procedures,hospital_1
undergoes,stay,hospital_1
undergoes,date undergoes,hospital_1
undergoes,physician,hospital_1
undergoes,assisting nurse,hospital_1
premises,premise id,customers_campaigns_ecommerce
premises,premises type,customers_campaigns_ecommerce
premises,premise details,customers_campaigns_ecommerce
products,product id,customers_campaigns_ecommerce
products,product category,customers_campaigns_ecommerce
products,product name,customers_campaigns_ecommerce
customers,customer id,customers_campaigns_ecommerce
customers,payment method,customers_campaigns_ecommerce
customers,customer name,customers_campaigns_ecommerce
customers,customer phone,customers_campaigns_ecommerce
customers,customer email,customers_campaigns_ecommerce
customers,customer address,customers_campaigns_ecommerce
customers,customer login,customers_campaigns_ecommerce
customers,customer password,customers_campaigns_ecommerce
mailshot campaigns,mailshot id,customers_campaigns_ecommerce
mailshot campaigns,product category,customers_campaigns_ecommerce
mailshot campaigns,mailshot name,customers_campaigns_ecommerce
mailshot campaigns,mailshot start date,customers_campaigns_ecommerce
mailshot campaigns,mailshot end date,customers_campaigns_ecommerce
customer addresses,customer id,customers_campaigns_ecommerce
customer addresses,premise id,customers_campaigns_ecommerce
customer addresses,date address from,customers_campaigns_ecommerce
customer addresses,address type code,customers_campaigns_ecommerce
customer addresses,date address to,customers_campaigns_ecommerce
customer orders,order id,customers_campaigns_ecommerce
customer orders,customer id,customers_campaigns_ecommerce
customer orders,order status code,customers_campaigns_ecommerce
customer orders,shipping method code,customers_campaigns_ecommerce
customer orders,order placed datetime,customers_campaigns_ecommerce
customer orders,order delivered datetime,customers_campaigns_ecommerce
customer orders,order shipping charges,customers_campaigns_ecommerce
mailshot customers,mailshot id,customers_campaigns_ecommerce
mailshot customers,customer id,customers_campaigns_ecommerce
mailshot customers,outcome code,customers_campaigns_ecommerce
mailshot customers,mailshot customer date,customers_campaigns_ecommerce
order items,item id,customers_campaigns_ecommerce
order items,order item status code,customers_campaigns_ecommerce
order items,order id,customers_campaigns_ecommerce
order items,product id,customers_campaigns_ecommerce
order items,item status code,customers_campaigns_ecommerce
order items,item delivered datetime,customers_campaigns_ecommerce
order items,item order quantity,customers_campaigns_ecommerce
gymnast,gymnast id,gymnast
gymnast,floor exercise points,gymnast
gymnast,pommel horse points,gymnast
gymnast,rings points,gymnast
gymnast,vault points,gymnast
gymnast,parallel bars points,gymnast
gymnast,horizontal bar points,gymnast
gymnast,total points,gymnast
people,people id,gymnast
people,name,gymnast
people,age,gymnast
people,height,gymnast
people,hometown,gymnast
geographic,city name,restaurants
geographic,county,restaurants
geographic,region,restaurants
restaurant,id,restaurants
restaurant,name,restaurants
restaurant,food type,restaurants
restaurant,city name,restaurants
restaurant,rating,restaurants
location,restaurant id,restaurants
location,house number,restaurants
location,street name,restaurants
location,city name,restaurants
mountain,id,mountain_photos
mountain,name,mountain_photos
mountain,height,mountain_photos
mountain,prominence,mountain_photos
mountain,range,mountain_photos
mountain,country,mountain_photos
camera lens,id,mountain_photos
camera lens,brand,mountain_photos
camera lens,name,mountain_photos
camera lens,focal length mm,mountain_photos
camera lens,max aperture,mountain_photos
photos,id,mountain_photos
photos,camera lens id,mountain_photos
photos,mountain id,mountain_photos
photos,color,mountain_photos
photos,name,mountain_photos
battle,id,battle_death
battle,name,battle_death
battle,date,battle_death
battle,bulgarian commander,battle_death
battle,latin commander,battle_death
battle,result,battle_death
ship,lost in battle,battle_death
ship,id,battle_death
ship,name,battle_death
ship,tonnage,battle_death
ship,ship type,battle_death
ship,location,battle_death
ship,disposition of ship,battle_death
death,caused by ship id,battle_death
death,id,battle_death
death,note,battle_death
death,killed,battle_death
death,injured,battle_death
reference document types,document type code,cre_Doc_Control_Systems
reference document types,document type description,cre_Doc_Control_Systems
roles,role code,cre_Doc_Control_Systems
roles,role description,cre_Doc_Control_Systems
addresses,address id,cre_Doc_Control_Systems
addresses,address details,cre_Doc_Control_Systems
reference document status,document status code,cre_Doc_Control_Systems
reference document status,document status description,cre_Doc_Control_Systems
reference shipping agents,shipping agent code,cre_Doc_Control_Systems
reference shipping agents,shipping agent name,cre_Doc_Control_Systems
reference shipping agents,shipping agent description,cre_Doc_Control_Systems
documents,document id,cre_Doc_Control_Systems
documents,document status code,cre_Doc_Control_Systems
documents,document type code,cre_Doc_Control_Systems
documents,shipping agent code,cre_Doc_Control_Systems
documents,receipt date,cre_Doc_Control_Systems
documents,receipt number,cre_Doc_Control_Systems
documents,other details,cre_Doc_Control_Systems
employees,employee id,cre_Doc_Control_Systems
employees,role code,cre_Doc_Control_Systems
employees,employee name,cre_Doc_Control_Systems
employees,other details,cre_Doc_Control_Systems
document drafts,document id,cre_Doc_Control_Systems
document drafts,draft number,cre_Doc_Control_Systems
document drafts,draft details,cre_Doc_Control_Systems
draft copies,document id,cre_Doc_Control_Systems
draft copies,draft number,cre_Doc_Control_Systems
draft copies,copy number,cre_Doc_Control_Systems
circulation history,document id,cre_Doc_Control_Systems
