TABLE_NAME,TABLE_SCORE,COLUMN_NAME,COLUMN_SCORE,MODEL,DATABASE_NAME
treatments,N1,date of treatment,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,dog_kennels
treatments,N1,cost of treatment,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,dog_kennels
genre,N1,genre name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
genre,N1,rating,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
genre,N1,most popular in,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
artist,N1,artist name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
artist,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
artist,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
artist,N1,preferred genre,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
files,N1,song id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
files,N1,artist name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
files,N1,file size,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
files,N1,duration,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
files,N1,formats,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,song name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,artist name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,song id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,genre is,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,rating,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,languages,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,releasedate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
song,N1,resolution,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,music_1
people,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
people,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
people,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
people,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
people,N1,graduation college,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,headquarters,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,industry,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,sales in billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,profits in billion,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,assets in billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
company,N1,market value in billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
employment,N1,company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
employment,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
employment,N1,year working,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_employee
city,N1,city id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
city,N1,official name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
city,N1,status,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
city,N1,area km 2,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
city,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
city,N1,census ranking,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,farm id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,total horses,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,working horses,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,total cattle,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,oxen,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,bulls,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,cows,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,pigs,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm,N1,sheep and goats,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm competition,N1,competition id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm competition,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm competition,N1,theme,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm competition,N1,host city id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
farm competition,N1,hosts,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
competition record,N1,competition id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
competition record,N1,farm id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
competition record,N1,rank,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,farm
addresses,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
addresses,N1,address details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
locations,N1,location id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
locations,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products,N1,product type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products,N1,product name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products,N1,product price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
parties,N1,party id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
parties,N1,party details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
assets,N1,asset id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
assets,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
channels,N1,channel id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
channels,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
finances,N1,finance id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
finances,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
events,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
events,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
events,N1,channel id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
events,N1,event type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
events,N1,finance id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
events,N1,location id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products in events,N1,product in event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products in events,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
products in events,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
parties in events,N1,party id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
parties in events,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
parties in events,N1,role code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
agreements,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
agreements,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
assets in events,N1,asset id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
assets in events,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,solvency_ii
city,N1,city id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
city,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
city,N1,hanzi,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
city,N1,hanyu pinyin,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
city,N1,regional population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
city,N1,gdp,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
match,N1,match id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
match,N1,date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
match,N1,venue,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
match,N1,score,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
match,N1,result,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
match,N1,competition,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,city id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,jan,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,feb,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,mar,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,apr,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,jun,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,jul,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,aug,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,sep,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,oct,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,nov,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
temperature,N1,dec,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
hosting city,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
hosting city,N1,match id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
hosting city,N1,host city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,city_record
swimmer,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 100,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 200,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 300,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 400,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 500,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 600,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,meter 700,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
swimmer,N1,time,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
stadium,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
stadium,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
stadium,N1,capacity,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
stadium,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
stadium,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
stadium,N1,opening year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
event,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
event,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
event,N1,stadium id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
event,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
record,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
record,N1,result,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
record,N1,swimmer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
record,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,swimming
airlines,N1,airline id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airlines,N1,airline name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airlines,N1,abbreviation,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airlines,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airports,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airports,N1,airport code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airports,N1,airport name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airports,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
airports,N1,country abbrev,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
flights,N1,airline,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
flights,N1,flight number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
flights,N1,source airport,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
flights,N1,destination airport,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,flight_2
county,N1,county id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
county,N1,county name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
county,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
county,N1,zip code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,party id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,party,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,governor,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,lieutenant governor,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,comptroller,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,attorney general,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
party,N1,us senate,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,election id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,counties represented,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,district,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,delegate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,party,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,first elected,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
election,N1,committee,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,election
manufacturers,N1,code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
manufacturers,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
manufacturers,N1,headquarter,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
manufacturers,N1,founder,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
manufacturers,N1,revenue,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
products,N1,code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
products,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
products,N1,price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
products,N1,manufacturer,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,manufactory_1
people,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
people,N1,district,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
people,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
people,N1,party,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
people,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate,N1,debate id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate,N1,date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate,N1,venue,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate,N1,num of audience,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate people,N1,debate id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate people,N1,affirmative,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate people,N1,negative,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
debate people,N1,if affirmative win,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,debate
person,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person,N1,job,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person friend,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person friend,N1,friend,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
person friend,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_2
services,N1,service id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
services,N1,service type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
participants,N1,participant id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
participants,N1,participant type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
participants,N1,participant details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
events,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
events,N1,service id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
events,N1,event details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
participants in events,N1,event id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
participants in events,N1,participant id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,local_govt_in_alabama
mountain,N1,mountain id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
mountain,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
mountain,N1,height,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
mountain,N1,prominence,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
mountain,N1,range,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
mountain,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
climber,N1,climber id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
climber,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
climber,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
climber,N1,time,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
climber,N1,points,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
climber,N1,mountain id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,climbing
course authors and tutors,N1,author id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,author tutor atb,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,login name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,password,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,personal name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,middle name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,family name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,gender mf,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
course authors and tutors,N1,address line 1,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,date of registration,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,date of latest logon,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,login name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,password,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,personal name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,middle name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
students,N1,family name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
subjects,N1,subject id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
subjects,N1,subject name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
courses,N1,course id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
courses,N1,author id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
courses,N1,subject id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
courses,N1,course name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
courses,N1,course description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student course enrolment,N1,registration id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student course enrolment,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student course enrolment,N1,course id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student course enrolment,N1,date of enrolment,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student course enrolment,N1,date of completion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student tests taken,N1,registration id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student tests taken,N1,date test taken,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
student tests taken,N1,test result,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,e_learning
scientists,N1,ssn,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
scientists,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
projects,N1,code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
projects,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
projects,N1,hours,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
assigned to,N1,scientist,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
assigned to,N1,project,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,scientist_1
captain,N1,captain id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
captain,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
captain,N1,ship id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
captain,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
captain,N1,class,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
captain,N1,rank,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
ship,N1,ship id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
ship,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
ship,N1,type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
ship,N1,built year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
ship,N1,class,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
ship,N1,flag,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_1
festival detail,N1,festival id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
festival detail,N1,festival name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
festival detail,N1,chair name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
festival detail,N1,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
festival detail,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
festival detail,N1,num of audience,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
artwork,N1,artwork id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
artwork,N1,type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
artwork,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
nomination,N1,artwork id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
nomination,N1,festival id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
nomination,N1,result,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,entertainment_awards
allergy type,N1,allergy name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
allergy type,N1,allergy type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
has allergy,N1,stuid,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
has allergy,N1,allergy,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
