TABLE_NAME,COLUMN_NAME
DRF15,DctSum
DRF15,DctSumFc
DRF15,DctSumSc
DRF15,EqSum
DRF15,EqSumFc
DRF15,EqSumSc
DRF15,ApplNet
DRF15,ApplNetFc
DRF15,ApplNetSc
DRF15,ApplVat
DRF15,ApplVatFc
DRF15,ApplVatSc
DRF15,ApplDct
DRF15,ApplDctFc
DRF15,ApplDctSc
DRF15,ApplEq
DRF15,ApplEqFc
DRF15,ApplEqSc
DRF15,PaidNet
DRF15,PaidNetFc
DRF15,PaidNetSc
DRF15,PaidVat
DRF15,PaidVatFc
DRF15,PaidVatSc
DRF15,PaidDct
DRF15,PaidDctFc
DRF15,PaidDctSc
DRF15,PaidEq
DRF15,PaidEqFc
DRF15,PaidEqSc
DRF15,DpApplNet
DRF15,DpApplNetF
DRF15,DpApplNetS
DRF15,DpApplVat
DRF15,DpApplVatF
DRF15,DpApplVatS
DRF15,DpApplDct
DRF15,DpApplDctF
DRF15,DpApplDctS
DRF15,DpApplEq
DRF15,DpApplEqFc
DRF15,DpApplEqSc
DRF15,TaxCode
DRF15,LineType
DRF15,BaseGrs
DRF15,BaseGrsFc
DRF15,BaseGrsSc
DRF15,ApplGrs
DRF15,ApplGrsFc
DRF15,ApplGrsSc
DRF15,PaidGrs
DRF15,PaidGrsFc
DRF15,PaidGrsSc
DRF15,DpApplGrs
DRF15,DpApplGrsF
DRF15,DpApplGrsS
DRF15,RvsChrgSum
DRF15,RvsChrgSc
DRF15,RvsChrgFc
DRF15,ApplRvs
DRF15,ApplRvsSc
DRF15,ApplRvsFc
DRF15,PaidRvs
DRF15,PaidRvsSc
DRF15,PaidRvsFc
DRF15,DpApplRvs
DRF15,DpApplRvsS
DRF15,DpApplRvsF
DRF15,IsPrscGood
DRF15,IsCstmAct
TRB5,AbsEntry
TRB5,State
TRB5,CardCode
TRB5,TransCrdt
TRB5,TotalDbt
TRB5,TtlDbtSc
TRB5,TotalCrdt
TRB5,TtlCrdtSc
TRB5,TotalDed
TRB5,TtlDedSc
TRB5,BlncDue
TRB5,TransId
OPMX,AbsEntry
OPMX,Total
OPMX,Currency
OPMX,Rate
OPMX,Uid
OPMX,RFC
OPMX,CreateDate
OPMX,FileDate
OPMX,FileName
OPMX,JVBatchNum
OPMX,JVTransId
OPMX,JETransId
OPMX,Type
ORCR,RcurCode
ORCR,RcurDesc
ORCR,Frequency
ORCR,Remind
ORCR,LastPosted
ORCR,NextDeu
ORCR,EntryCount
ORCR,Volume
ORCR,VolCurr
ORCR,FinancVol
ORCR,Ref1
ORCR,Ref2
ORCR,TransCode
ORCR,Memo
ORCR,LimitRtrns
ORCR,Returns
ORCR,LimitDate
ORCR,Instance
ORCR,DataSource
ORCR,UserSign
ORCR,StampTax
ORCR,AutoVat
ORCR,ManageWTax
ORCR,Ref3
ORCR,DeferedTax
RDR6,DocEntry
RDR6,InstlmntID
RDR6,ObjType
RDR6,LogInstanc
RDR6,DueDate
RDR6,Status
RDR6,DunnLevel
RDR6,InsTotal
RDR6,InsTotalFC
RDR6,InsTotalSy
RDR6,PaidToDate
RDR6,PaidFC
RDR6,PaidSys
RDR6,VatSum
RDR6,VatSumFC
RDR6,VatSumSy
RDR6,VatPaid
RDR6,VatPaidFC
RDR6,VatPaidSys
RDR6,TotalExpns
RDR6,TotalExpFC
RDR6,TotalExpSC
RDR6,ExpAppl
RDR6,ExpApplFC
RDR6,ExpApplSC
RDR6,WTSum
RDR6,WTSumFC
RDR6,WTSumSC
RDR6,WTApplied
RDR6,WTAppliedF
RDR6,WTAppliedS
RDR6,TotalBlck
RDR6,TotalBlckF
RDR6,TotalBlckS
RDR6,VATBlck
RDR6,VATBlckFC
RDR6,VATBlckSC
RDR6,ExpnsBlck
RDR6,ExpnsBlckF
RDR6,ExpnsBlckS
RDR6,WTBlocked
RDR6,WTBlockedF
RDR6,WTBlockedS
RDR6,InstPrcnt
RDR6,DunWizBlck
RDR6,DunDate
RDR6,Paid
RDR6,PaidFrgn
RDR6,PaidSc
RDR6,reserved
RDR6,TaxOnExp
RDR6,TaxOnExpFc
RDR6,TaxOnExpSc
RDR6,TaxOnExpAp
RDR6,TaxOnExApF
RDR6,TaxOnExApS
RDR6,TaxOnExBlo
RDR6,TaxOnExBlF
RDR6,TaxOnExBlS
RDR6,LvlUpdDate
RDR6,Ordered
RDR6,PaidDpm
RDR6,PaidDpmFc
RDR6,PaidDpmSc
RDR6,EncryptIV
UWOR,DocEntry
UWOR,DocNum
UWOR,Series
UWOR,ItemCode
UWOR,Status
UWOR,Type
UWOR,PlannedQty
UWOR,CmpltQty
UWOR,RjctQty
UWOR,PostDate
UWOR,DueDate
UWOR,OriginAbs
UWOR,OriginNum
UWOR,OriginType
UWOR,UserSign
UWOR,Comments
UWOR,CloseDate
UWOR,RlsDate
UWOR,CardCode
UWOR,Warehouse
UWOR,Uom
UWOR,LineDirty
UWOR,JrnlMemo
UWOR,TransId
UWOR,CreateDate
UWOR,Printed
UWOR,OcrCode
UWOR,PIndicator
UWOR,OcrCode2
UWOR,OcrCode3
UWOR,OcrCode4
UWOR,OcrCode5
UWOR,SeqCode
UWOR,Serial
UWOR,SeriesStr
UWOR,SubStr
UWOR,LogInstanc
UWOR,UserSign2
UWOR,UpdateDate
UWOR,Project
UWOR,SupplCode
UWOR,UomEntry
UWOR,PickRmrk
UWOR,SysCloseDt
UWOR,SysCloseTm
UWOR,CloseVerNm
UWOR,StartDate
UWOR,ObjType
UWOR,ProdName
UWOR,Priority
UWOR,RouDatCalc
UWOR,UpdAlloc
UWOR,CreateTS
UWOR,UpdateTS
UWOR,VersionNum
UWOR,DataSource
UWOR,SAPPassprt
UWOR,AtcEntry
UWOR,Attachment
UWOR,AsChild
UWOR,LinkToObj
UWOR,ProcItms
UWOR,ReopOriDoc
CPV11,DocEntry
CPV11,LineNum
CPV11,LineSeq
CPV11,BaseAbs
CPV11,BaseType
CPV11,VatGroup
CPV11,VatPrcnt
CPV11,LineTotal
CPV11,TotalFrgn
CPV11,TotalSumSy
CPV11,VatSum
CPV11,VatSumFrgn
CPV11,VatSumSys
CPV11,ObjType
CPV11,LogInstanc
CPV11,IsAcq
CPV11,IsAllDrawn
CPV11,IsGross
CPV11,Gross
CPV11,GrossFc
CPV11,GrossSc
CPV11,ApplNet
CPV11,ApplNetFc
CPV11,ApplNetSc
CPV11,ApplVat
CPV11,ApplVatFc
CPV11,ApplVatSc
CPV11,BaseNet
CPV11,BaseNetFc
CPV11,BaseNetSc
CPV11,BaseVat
CPV11,BaseVatFc
CPV11,BaseVatSc
CPV11,BaseGross
CPV11,BaseGrossF
CPV11,BaseGrossS
CPV11,LineType
CPV11,DctSum
CPV11,DctSumFc
CPV11,DctSumSc
CPV11,EqSum
CPV11,EqSumFc
CPV11,EqSumSc
CPV11,ApplDct
CPV11,ApplDctFc
CPV11,ApplDctSc
CPV11,ApplEq
CPV11,ApplEqFc
CPV11,ApplEqSc
CPV11,BaseDct
CPV11,BaseDctFc
CPV11,BaseDctSc
CPV11,BaseEq
CPV11,BaseEqFc
CPV11,BaseEqSc
CPV11,TaxCode
CPV11,ApplGross
CPV11,ApplGrossF
CPV11,ApplGrossS
CPV11,TaxAdjust
CPV11,RvsChrgSum
CPV11,RvsChrgFc
CPV11,RvsChrgSc
CPV11,BasRvsChrg
CPV11,BasRvsFc
CPV11,BasRvsSc
CPV11,ApplRvs
CPV11,ApplRvsFc
CPV11,ApplRvsSc
CPV11,IsCstmAct
OIDX,IdexCode
OIDX,IndexName
OIDX,Locked
OIDX,DataSource
OIDX,UserSign
OSSP,Code
OSSP,Name
OSSP,UserSign
DRF18,DocEntry
DRF18,LineNum
DRF18,LogInstanc
DRF18,ObjectType
DRF18,ExpDocType
DRF18,ExpDeclNum
DRF18,ExpDeclDat
DRF18,ExpNature
DRF18,ExpRegNum
DRF18,ExpRegDate
DRF18,LadBillNum
DRF18,LadBillDat
DRF18,MerchLeftD
DRF18,LadBillTyp
DRF18,DrawSReg
DRF18,NatureExp
DRF18,QultExpItm
DRF18,nSeqAdic
AFPR,AbsEntry
AFPR,Code
AFPR,Name
AFPR,F_RefDate
AFPR,T_RefDate
AFPR,F_DueDate
AFPR,T_DueDate
AFPR,F_TaxDate
AFPR,T_TaxDate
AFPR,Free2
AFPR,Free3
AFPR,DataSource
AFPR,UserSign
AFPR,SubNum
AFPR,Free
AFPR,Free1
AFPR,Addition
AFPR,AddNum
AFPR,Category
AFPR,Indicator
AFPR,LogInstanc
AFPR,UpdateDate
AFPR,WasStatChd
AFPR,PeriodStat
AFPR,UserSign2
QUT3,DocEntry
QUT3,ExpnsCode
QUT3,LineTotal
QUT3,TotalFrgn
QUT3,TotalSumSy
QUT3,PaidToDate
QUT3,PaidFC
QUT3,PaidSys
QUT3,Comments
QUT3,ObjType
QUT3,LogInstanc
QUT3,DistrbMthd
QUT3,TaxStatus
QUT3,VatGroup
QUT3,VatPrcnt
QUT3,VatSum
QUT3,VatSumFrgn
QUT3,VatSumSy
QUT3,DedVatSum
QUT3,DedVatSumF
QUT3,DedVatSumS
QUT3,IsAcquistn
QUT3,TaxCode
QUT3,TaxType
QUT3,WTLiable
QUT3,VatApplied
QUT3,VatAppldFC
QUT3,VatAppldSC
QUT3,EquVatPer
QUT3,EquVatSum
QUT3,EquVatSumF
QUT3,EquVatSumS
QUT3,LineVat
QUT3,LineVatF
QUT3,LineVatS
QUT3,BaseMethod
QUT3,Stock
QUT3,LstPchPrce
QUT3,AnalysRpt
QUT3,BaseAbsEnt
QUT3,BaseType
QUT3,BaseRef
QUT3,BaseLnNum
QUT3,LineNum
QUT3,Status
QUT3,TrgType
QUT3,TrgAbsEnt
QUT3,StDstr
QUT3,StDstrSC
QUT3,StDstrFC
QUT3,FixCurr
QUT3,VatDscntPr
QUT3,OcrCode
QUT3,TaxDistMtd
QUT3,OcrCode2
QUT3,OcrCode3
QUT3,OcrCode4
QUT3,OcrCode5
QUT3,Project
QUT3,VatGrpSrc
QUT3,DrawnTotal
QUT3,DrawnFC
QUT3,DrawnSC
QUT3,GrsAmount
QUT3,GrsFC
QUT3,GrsSC
QUT3,BaseTotal
QUT3,RetReqLC
QUT3,RetReqFC
QUT3,RetReqSC
QUT3,RRVatLC
QUT3,RRVatFC
QUT3,RRVatSC
QUT3,EncryptIV
QUT3,ExtTaxRate
QUT3,ExtTaxSum
QUT3,TaxAmtSrc
QUT3,ExtTaxSumF
QUT3,ExtTaxSumS
QUT3,CUSplit
OUDV,Name
OUDV,DBType
OUDV,SchemaName
OUDV,CreateDate
OSTG,GroupCode
OSTG,GroupName
OSTG,UserSign
PCH23,DocEntry
PCH23,LineNum
PCH23,AssetCode
PCH23,Status
PCH23,Remarks
PCH23,Amount
PCH23,AmountSC
PCH23,SerialNo
PCH23,VisOrder
PCH23,LogInstanc
PCH23,ObjectType
CPI4,DocEntry
CPI4,LineNum
CPI4,GroupNum
CPI4,ExpnsCode
CPI4,RelateType
CPI4,StcCode
CPI4,StaCode
CPI4,staType
CPI4,TaxRate
CPI4,TaxAcct
CPI4,TaxSum
CPI4,TaxSumFrgn
CPI4,TaxSumSys
CPI4,BaseSum
CPI4,BaseSumFrg
CPI4,BaseSumSys
CPI4,ObjectType
CPI4,LogInstanc
CPI4,TaxStatus
CPI4,VatApplied
CPI4,VatAppldFC
CPI4,VatAppldSC
CPI4,LineSeq
CPI4,DeferrAcct
CPI4,BaseType
CPI4,BaseAbs
CPI4,BaseSeq
CPI4,DeductTax
CPI4,DdctTaxFrg
CPI4,DdctTaxSys
CPI4,BaseAppld
CPI4,BaseApldFC
CPI4,BaseApldSC
CPI4,NonDdctPrc
CPI4,NonDdctAct
CPI4,TaxInPrice
CPI4,Exempt
CPI4,TaxExpAct
CPI4,OnHoldTax
CPI4,OnHoldTaxF
CPI4,OnHoldTaxS
CPI4,InGrossRev
CPI4,TaxSumOrg
CPI4,TaxSumOrgF
CPI4,TaxSumOrgS
CPI4,OpenTax
CPI4,OpenTaxFC
CPI4,OpenTaxSC
CPI4,Unencumbrd
CPI4,TaxOnRI
CPI4,RvsChrgPrc
CPI4,RvsChrgTax
CPI4,RvsChrgSC
CPI4,RvsChrgFC
CPI4,InFirstIns
CPI4,ExtTaxRate
CPI4,ExtTaxSum
CPI4,TaxAmtSrc
CPI4,ExtTaxSumF
CPI4,ExtTaxSumS
CPI4,CESTrel
PQT1,DocEntry
PQT1,LineNum
PQT1,TargetType
PQT1,TrgetEntry
PQT1,BaseRef
PQT1,BaseType
PQT1,BaseEntry
PQT1,BaseLine
PQT1,LineStatus
PQT1,ItemCode
PQT1,Dscription
PQT1,Quantity
PQT1,ShipDate
PQT1,OpenQty
PQT1,Price
PQT1,Currency
PQT1,Rate
PQT1,DiscPrcnt
PQT1,LineTotal
PQT1,TotalFrgn
PQT1,OpenSum
PQT1,OpenSumFC
PQT1,VendorNum
PQT1,SerialNum
PQT1,WhsCode
PQT1,SlpCode
PQT1,Commission
PQT1,TreeType
PQT1,AcctCode
PQT1,TaxStatus
PQT1,GrossBuyPr
PQT1,PriceBefDi
PQT1,DocDate
PQT1,Flags
PQT1,OpenCreQty
PQT1,UseBaseUn
PQT1,SubCatNum
PQT1,BaseCard
PQT1,TotalSumSy
PQT1,OpenSumSys
PQT1,InvntSttus
PQT1,OcrCode
PQT1,Project
PQT1,CodeBars
PQT1,VatPrcnt
PQT1,VatGroup
PQT1,PriceAfVAT
PQT1,Height1
PQT1,Hght1Unit
PQT1,Height2
PQT1,Hght2Unit
PQT1,Width1
PQT1,Wdth1Unit
PQT1,Width2
PQT1,Wdth2Unit
PQT1,Length1
PQT1,Len1Unit
PQT1,length2
PQT1,Len2Unit
PQT1,Volume
PQT1,VolUnit
PQT1,Weight1
PQT1,Wght1Unit
PQT1,Weight2
PQT1,Wght2Unit
PQT1,Factor1
PQT1,Factor2
PQT1,Factor3
PQT1,Factor4
PQT1,PackQty
PQT1,UpdInvntry
PQT1,BaseDocNum
PQT1,BaseAtCard
PQT1,SWW
PQT1,VatSum
PQT1,VatSumFrgn
PQT1,VatSumSy
PQT1,FinncPriod
PQT1,ObjType
PQT1,LogInstanc
PQT1,BlockNum
PQT1,ImportLog
PQT1,DedVatSum
PQT1,DedVatSumF
PQT1,DedVatSumS
PQT1,IsAqcuistn
PQT1,DistribSum
PQT1,DstrbSumFC
PQT1,DstrbSumSC
PQT1,GrssProfit
PQT1,GrssProfSC
PQT1,GrssProfFC
PQT1,VisOrder
PQT1,INMPrice
PQT1,PoTrgNum
PQT1,PoTrgEntry
PQT1,DropShip
PQT1,PoLineNum
PQT1,Address
PQT1,TaxCode
PQT1,TaxType
PQT1,OrigItem
PQT1,BackOrdr
PQT1,FreeTxt
PQT1,PickStatus
PQT1,PickOty
PQT1,PickIdNo
PQT1,TrnsCode
PQT1,VatAppld
PQT1,VatAppldFC
PQT1,VatAppldSC
PQT1,BaseQty
PQT1,BaseOpnQty
PQT1,VatDscntPr
PQT1,WtLiable
PQT1,DeferrTax
PQT1,EquVatPer
PQT1,EquVatSum
PQT1,EquVatSumF
PQT1,EquVatSumS
PQT1,LineVat
PQT1,LineVatlF
PQT1,LineVatS
PQT1,unitMsr
PQT1,NumPerMsr
PQT1,CEECFlag
PQT1,ToStock
PQT1,ToDiff
PQT1,ExciseAmt
PQT1,TaxPerUnit
PQT1,TotInclTax
PQT1,CountryOrg
PQT1,StckDstSum
PQT1,ReleasQtty
PQT1,LineType
PQT1,TranType
PQT1,Text
PQT1,OwnerCode
PQT1,StockPrice
PQT1,ConsumeFCT
PQT1,LstByDsSum
PQT1,StckINMPr
PQT1,LstBINMPr
PQT1,StckDstFc
PQT1,StckDstSc
PQT1,LstByDsFc
PQT1,LstByDsSc
PQT1,StockSum
PQT1,StockSumFc
PQT1,StockSumSc
PQT1,StckSumApp
PQT1,StckAppFc
PQT1,StckAppSc
PQT1,ShipToCode
PQT1,ShipToDesc
PQT1,StckAppD
PQT1,StckAppDFC
PQT1,StckAppDSC
PQT1,BasePrice
PQT1,GTotal
PQT1,GTotalFC
PQT1,GTotalSC
PQT1,DistribExp
PQT1,DescOW
PQT1,DetailsOW
PQT1,GrossBase
PQT1,VatWoDpm
PQT1,VatWoDpmFc
PQT1,VatWoDpmSc
PQT1,CFOPCode
PQT1,CSTCode
PQT1,Usage
PQT1,TaxOnly
PQT1,WtCalced
PQT1,QtyToShip
PQT1,DelivrdQty
PQT1,OrderedQty
PQT1,CogsOcrCod
PQT1,CiOppLineN
PQT1,CogsAcct
PQT1,ChgAsmBoMW
PQT1,ActDelDate
PQT1,OcrCode2
PQT1,OcrCode3
PQT1,OcrCode4
PQT1,OcrCode5
PQT1,TaxDistSum
PQT1,TaxDistSFC
PQT1,TaxDistSSC
PQT1,PostTax
PQT1,Excisable
PQT1,AssblValue
PQT1,RG23APart1
PQT1,RG23APart2
PQT1,RG23CPart1
PQT1,RG23CPart2
PQT1,CogsOcrCo2
PQT1,CogsOcrCo3
PQT1,CogsOcrCo4
PQT1,CogsOcrCo5
PQT1,LnExcised
PQT1,LocCode
PQT1,StockValue
PQT1,GPTtlBasPr
PQT1,unitMsr2
PQT1,NumPerMsr2
PQT1,SpecPrice
PQT1,CSTfIPI
PQT1,CSTfPIS
PQT1,CSTfCOFINS
PQT1,ExLineNo
PQT1,isSrvCall
PQT1,PQTReqQty
PQT1,PQTReqDate
PQT1,PcDocType
PQT1,PcQuantity
PQT1,LinManClsd
PQT1,VatGrpSrc
PQT1,NoInvtryMv
PQT1,ActBaseEnt
PQT1,ActBaseLn
PQT1,ActBaseNum
PQT1,OpenRtnQty
PQT1,AgrNo
PQT1,AgrLnNum
PQT1,CredOrigin
PQT1,Surpluses
PQT1,DefBreak
PQT1,Shortages
PQT1,UomEntry
PQT1,UomEntry2
PQT1,UomCode
PQT1,UomCode2
PQT1,FromWhsCod
PQT1,NeedQty
PQT1,PartRetire
PQT1,RetireQty
PQT1,RetireAPC
PQT1,RetirAPCFC
PQT1,RetirAPCSC
PQT1,InvQty
PQT1,OpenInvQty
PQT1,EnSetCost
PQT1,RetCost
PQT1,Incoterms
PQT1,TransMod
PQT1,LineVendor
PQT1,DistribIS
PQT1,ISDistrb
PQT1,ISDistrbFC
PQT1,ISDistrbSC
PQT1,IsByPrdct
PQT1,ItemType
PQT1,PriceEdit
PQT1,PrntLnNum
PQT1,LinePoPrss
PQT1,FreeChrgBP
PQT1,TaxRelev
PQT1,LegalText
PQT1,ThirdParty
PQT1,LicTradNum
PQT1,InvQtyOnly
PQT1,UnencReasn
PQT1,ShipFromCo
PQT1,ShipFromDe
PQT1,FisrtBin
PQT1,AllocBinC
PQT1,ExpType
PQT1,ExpUUID
PQT1,ExpOpType
PQT1,DIOTNat
PQT1,MYFtype
PQT1,GPBefDisc
PQT1,ReturnRsn
PQT1,ReturnAct
PQT1,StgSeqNum
PQT1,StgEntry
PQT1,StgDesc
PQT1,ItmTaxType
PQT1,SacEntry
PQT1,NCMCode
PQT1,HsnEntry
PQT1,OriBAbsEnt
PQT1,OriBLinNum
PQT1,OriBDocTyp
PQT1,IsPrscGood
PQT1,IsCstmAct
PQT1,EncryptIV
PQT1,ExtTaxRate
PQT1,ExtTaxSum
PQT1,TaxAmtSrc
PQT1,ExtTaxSumF
PQT1,ExtTaxSumS
PQT1,StdItemId
PQT1,CommClass
PQT1,VatExEntry
PQT1,VatExLN
PQT1,NatOfTrans
PQT1,ISDtCryImp
PQT1,ISDtRgnImp
PQT1,ISOrCryExp
PQT1,ISOrRgnExp
PQT1,NVECode
PQT1,PoNum
PQT1,PoItmNum
PQT1,IndEscala
PQT1,CESTCode
PQT1,CtrSealQty
PQT1,CNJPMan
PQT1,UFFiscBene
PQT1,CUSplit
PQT1,LegalTIMD
PQT1,LegalTTCA
PQT1,LegalTW
PQT1,LegalTCD
PQT1,RevCharge
PQT1,ListNum
VRW2,AbsEntry
VRW2,TaxInvID
VRW2,VatGroup
VRW2,Selected
VRW2,LineStatus
VRW2,DebitAcc
VRW2,DocDate
VRW2,VatAmount
VRW2,NetAmount
VRW2,JETransID
VRW2,Ref1
VRW2,Ref2
VRW2,Ref3
VRW2,Remarks
VRW2,TrnsCode
VRW2,BPLId
VRW2,ARINVAbs
VRW2,ARDocNumAb
VRW2,ARAbsEntry
VRW2,ARObjType
VRW2,ARDocDate
VRW2,CstmrCode
VRW2,CstmrName
VRW2,TpiDocNum
VRW2,TpiDocDate
VRW2,VendorCode
VRW2,VendorName
VRW2,ARDocMemo
VRW2,TpiMemo
VRW2,GrsAmt
VRW2,VatAcc
VRW2,OpenVatAmt
VRW2,OpenNetAmt
VRW2,OpenGrsAmt
VRW2,RepstedVat
RPC14,DocEntry
RPC14,LineNum
RPC14,ChildNum
RPC14,ItemCode
RPC14,WhsCode
RPC14,Quantity
RPC14,TotalQty
RPC14,OpenQty
RPC14,ObjectType
RPC14,LogInstanc
RPC14,BaseChildN
RPC14,EncryptIV
SPP2,ItemCode
SPP2,CardCode
SPP2,SPP1LNum
SPP2,SPP2LNum
SPP2,Amount
SPP2,Price
SPP2,Currency
SPP2,Discount
SPP2,UomEntry
SPP2,LogInstanc
AHFC,AbsEntry
AHFC,FuncName
AHFC,Hidden
AHFC,Type
AHFC,UserSign
AHFC,DataSource
AHFC,Transfered
AHFC,Instance
AHFC,LogInstanc
AHFC,CreateDate
AHFC,UserSign2
AHFC,UpdateDate
PCH27,DocEntry
PCH27,LineNum
PCH27,RelateType
PCH27,RelateLine
PCH27,GroupNum
PCH27,LineTotal
PCH27,LineTotalF
PCH27,LineTotalS
PCH27,InClassTyp
PCH27,InClassCat
PCH27,ExClassTyp
PCH27,ExClassCat
PCH27,VatCate
PCH27,NetValue
PCH27,NetValueFC
PCH27,NetValueSC
PCH27,VatAmount
PCH27,VatAmFC
PCH27,VatAmSC
PCH27,WtPercCat
PCH27,WtAmount
PCH27,WtAmountFC
PCH27,WtAmountSC
PCH27,ObjectType
PCH27,LogInstanc
PCH27,WtCategory
PCH27,VATClassTy
PCH27,VATClassCa
PCH27,EBVatExCau
DPO12,DocEntry
DPO12,TaxId0
DPO12,TaxId1
DPO12,TaxId2
DPO12,TaxId3
DPO12,TaxId4
DPO12,TaxId5
DPO12,TaxId6
DPO12,TaxId7
DPO12,TaxId8
DPO12,TaxId9
DPO12,State
DPO12,County
DPO12,Incoterms
DPO12,Vehicle
DPO12,VidState
DPO12,NfRef
DPO12,Carrier
DPO12,QoP
DPO12,PackDesc
DPO12,Brand
DPO12,NoSU
DPO12,NetWeight
DPO12,GrsWeight
DPO12,LogInstanc
DPO12,ObjectType
DPO12,TaxId10
DPO12,TransCat
DPO12,FormNo
DPO12,TaxId11
DPO12,StreetS
DPO12,BlockS
DPO12,BuildingS
DPO12,CityS
DPO12,ZipCodeS
DPO12,CountyS
DPO12,StateS
DPO12,CountryS
DPO12,AddrTypeS
DPO12,StreetNoS
DPO12,StreetB
DPO12,BlockB
DPO12,BuildingB
DPO12,CityB
DPO12,ZipCodeB
DPO12,CountyB
DPO12,StateB
DPO12,CountryB
DPO12,AddrTypeB
DPO12,StreetNoB
DPO12,ImpORExp
DPO12,Vat
DPO12,AltCrdNamB
DPO12,AltTaxIdB
DPO12,Address2S
DPO12,Address3S
DPO12,Address2B
DPO12,Address3B
DPO12,MainUsage
DPO12,GlbLocNumS
DPO12,GlbLocNumB
DPO12,CollectDT
DPO12,TransprtDT
DPO12,TransprtRS
DPO12,TaxId12
DPO12,TaxId13
DPO12,ImpExpNo
DPO12,ImpExpDate
DPO12,BpGSTType
DPO12,BpGSTN
DPO12,BpStateCod
DPO12,BPStatGSTN
DPO12,LocGSTType
DPO12,LocGSTN
DPO12,LocStatCod
DPO12,LocStaGSTN
DPO12,BpCountry
DPO12,OrigImpNo
DPO12,OrigImpDat
DPO12,ExportType
DPO12,PortCode
DPO12,BoEValue
DPO12,IsIGSTAct
DPO12,ClaimRefun
DPO12,TaxRateDif
DPO12,BPGdsIssP
DPO12,CNPJGIP
DPO12,CPFGIP
DPO12,StreetGIP
DPO12,StrtNoGIP
DPO12,BldngGIP
DPO12,ZipGIP
DPO12,BlockGIP
DPO12,CityGIP
DPO12,CountyGIP
DPO12,StateGIP
DPO12,CountryGIP
DPO12,PhoneGIP
DPO12,EMailGIP
DPO12,DptDateGIP
DPO12,BPDelivryP
DPO12,CNPJDlvryP
DPO12,CPFDlvryP
DPO12,StrtDlvryP
DPO12,StrNoDlvrP
DPO12,BldDlvryP
DPO12,ZipDlvryP
DPO12,BlckDlvryP
DPO12,CityDlvryP
DPO12,CntyDlvryP
DPO12,StatDlvryP
DPO12,CtryDlvryP
DPO12,FoneDlvryP
DPO12,MailDlvryP
DPO12,DpDtDlvryP
DPO12,AuthedCNPJ
DPO12,TaxId14
ACH2,AbsEntry
ACH2,ChkNum
ACH2,Status
ACH2,PrnBy
ACH2,LineNum
ACH2,LogInstanc
PCH12,DocEntry
PCH12,TaxId0
PCH12,TaxId1
PCH12,TaxId2
PCH12,TaxId3
PCH12,TaxId4
PCH12,TaxId5
PCH12,TaxId6
PCH12,TaxId7
PCH12,TaxId8
PCH12,TaxId9
PCH12,State
PCH12,County
PCH12,Incoterms
PCH12,Vehicle
PCH12,VidState
PCH12,NfRef
PCH12,Carrier
PCH12,QoP
PCH12,PackDesc
PCH12,Brand
PCH12,NoSU
PCH12,NetWeight
PCH12,GrsWeight
PCH12,LogInstanc
PCH12,ObjectType
PCH12,TaxId10
PCH12,TransCat
PCH12,FormNo
PCH12,TaxId11
PCH12,StreetS
PCH12,BlockS
PCH12,BuildingS
PCH12,CityS
PCH12,ZipCodeS
PCH12,CountyS
PCH12,StateS
PCH12,CountryS
PCH12,AddrTypeS
PCH12,StreetNoS
PCH12,StreetB
PCH12,BlockB
PCH12,BuildingB
PCH12,CityB
PCH12,ZipCodeB
PCH12,CountyB
PCH12,StateB
PCH12,CountryB
PCH12,AddrTypeB
PCH12,StreetNoB
PCH12,ImpORExp
PCH12,Vat
PCH12,AltCrdNamB
PCH12,AltTaxIdB
PCH12,Address2S
PCH12,Address3S
PCH12,Address2B
PCH12,Address3B
PCH12,MainUsage
PCH12,GlbLocNumS
PCH12,GlbLocNumB
PCH12,CollectDT
PCH12,TransprtDT
PCH12,TransprtRS
PCH12,TaxId12
PCH12,TaxId13
PCH12,ImpExpNo
PCH12,ImpExpDate
PCH12,BpGSTType
PCH12,BpGSTN
PCH12,BpStateCod
PCH12,BPStatGSTN
PCH12,LocGSTType
PCH12,LocGSTN
PCH12,LocStatCod
PCH12,LocStaGSTN
PCH12,BpCountry
PCH12,OrigImpNo
PCH12,OrigImpDat
PCH12,ExportType
PCH12,PortCode
PCH12,BoEValue
PCH12,IsIGSTAct
PCH12,ClaimRefun
PCH12,TaxRateDif
PCH12,BPGdsIssP
PCH12,CNPJGIP
PCH12,CPFGIP
PCH12,StreetGIP
PCH12,StrtNoGIP
PCH12,BldngGIP
PCH12,ZipGIP
PCH12,BlockGIP
PCH12,CityGIP
PCH12,CountyGIP
PCH12,StateGIP
PCH12,CountryGIP
PCH12,PhoneGIP
PCH12,EMailGIP
PCH12,DptDateGIP
PCH12,BPDelivryP
PCH12,CNPJDlvryP
PCH12,CPFDlvryP
PCH12,StrtDlvryP
PCH12,StrNoDlvrP
PCH12,BldDlvryP
PCH12,ZipDlvryP
PCH12,BlckDlvryP
PCH12,CityDlvryP
PCH12,CntyDlvryP
PCH12,StatDlvryP
PCH12,CtryDlvryP
PCH12,FoneDlvryP
PCH12,MailDlvryP
PCH12,DpDtDlvryP
PCH12,AuthedCNPJ
PCH12,TaxId14
IEI23,DocEntry
IEI23,LineNum
IEI23,AssetCode
IEI23,Status
IEI23,Remarks
IEI23,Amount
IEI23,AmountSC
IEI23,SerialNo
