Database,Table,Column,score
ATBI,tsys_App_Defaults,,100.0
ATBI,tsys_App_Releases,,100.0
ATBI,tsys_Bug_Reports,,100.0
ATBI,tblTimes,,75.0
ATBI,sysdiagrams,name,100.0
ATBI,sysdiagrams,principal_id,96.0
ATBI,sysdiagrams,diagram_id,95.0
ATBI,sysdiagrams,version,100.0
ATBI,sysdiagrams,definition,100.0
ATBI,tbl_Deadwood,Data_ID,94.0
ATBI,tbl_Deadwood,Event_ID,95.0
ATBI,tbl_Deadwood,OldPlot,100.0
ATBI,tbl_Deadwood,Module,100.0
ATBI,tbl_Deadwood,Decay,100.0
ATBI,tbl_Deadwood,MPD,30.0
ATBI,tbl_Deadwood,Length,100.0
ATBI,tbl_Deadwood,X_coord,60.0
ATBI,tbl_Deadwood,Y_coord,60.0
ATBI,tbl_Deadwood,SSMA_TimeStamp,46.0
ATBI,tbl_Events,Event_ID,95.0
ATBI,tbl_Events,Location_ID,95.0
ATBI,tbl_Events,Event_Date,100.0
ATBI,tbl_Events,Crew_Members,100.0
ATBI,tbl_Events,Event_Notes,100.0
ATBI,tbl_Events,Updated_Date,100.0
ATBI,tbl_Events,SSMA_TimeStamp,46.0
ATBI,tbl_Locations,Location_ID,96.0
ATBI,tbl_Locations,Plot_ID,96.0
ATBI,tbl_Locations,X_Coord,60.0
ATBI,tbl_Locations,Y_Coord,60.0
ATBI,tbl_Locations,Plot_Azimuth,100.0
ATBI,tbl_Locations,Trail,100.0
ATBI,tbl_Locations,Directions,100.0
ATBI,tbl_Locations,SiteDescription,100.0
ATBI,tbl_Locations,Slope,100.0
ATBI,tbl_Locations,Aspect,100.0
ATBI,tbl_Locations,Slope_shape,100.0
ATBI,tbl_Locations,Topo_Position,70.0
ATBI,tbl_Locations,Elevation,100.0
ATBI,tbl_Locations,A_Horizon,50.0
ATBI,tbl_Locations,Litter_depth,100.0
ATBI,tbl_Locations,Agriculture,100.0
ATBI,tbl_Locations,QuadName,80.0
ATBI,tbl_Locations,Logging,100.0
ATBI,tbl_Locations,Fire,100.0
ATBI,tbl_Locations,Pine_beetle,100.0
ATBI,tbl_Locations,Windstorm,100.0
ATBI,tbl_Locations,Hogs,100.0
ATBI,tbl_Locations,Other_Disturbance,100.0
ATBI,tbl_Locations,Loc_Notes,60.0
ATBI,tbl_Locations,Association_observed,100.0
ATBI,tbl_Locations,Eco_Notes,60.0
ATBI,tbl_Locations,PlaceNameID,95.0
ATBI,tbl_Locations,GIS_Location_ID,61.0
ATBI,tbl_Locations,Coord_Units,80.0
ATBI,tbl_Locations,Coord_System,80.0
ATBI,tbl_Locations,UTM_Zone,50.0
ATBI,tbl_Locations,Datum,100.0
ATBI,tbl_Locations,Est_H_Error,20.0
ATBI,tbl_Locations,Accuracy_Notes,100.0
ATBI,tbl_Locations,Unit_Code,100.0
ATBI,tbl_Locations,Updated_Date,100.0
ATBI,tbl_Locations,SSMA_TimeStamp,45.0
ATBI,tbl_Nests,Nest_ID,95.0
ATBI,tbl_Nests,Event_ID,95.0
ATBI,tbl_Nests,SpCode,40.0
ATBI,tbl_Nests,Module,100.0
ATBI,tbl_Nests,Presence_First,100.0
ATBI,tbl_Nests,Cover,100.0
ATBI,tbl_Nests,Presence_Second,100.0
ATBI,tbl_Nests,R1,10.0
ATBI,tbl_Nests,R2,10.0
ATBI,tbl_Overstory,Overstory_ID,95.0
ATBI,tbl_Overstory,Event_ID,95.0
ATBI,tbl_Overstory,TreeTag,100.0
ATBI,tbl_Overstory,SpCode,40.0
ATBI,tbl_Overstory,DBH,25.0
ATBI,tbl_Overstory,CanPos,40.0
ATBI,tbl_Overstory,TreeCond,70.0
ATBI,tbl_Overstory,notes,100.0
ATBI,tbl_Overstory,SSMA_TimeStamp,50.0
ATBI,tbl_Saplings,Saplings_ID,95.0
ATBI,tbl_Saplings,Event_ID,95.0
ATBI,tbl_Saplings,Module,100.0
ATBI,tbl_Saplings,spcode,40.0
ATBI,tbl_Saplings,DClass1,25.0
ATBI,tbl_Saplings,DClass2,25.0
ATBI,tbl_Saplings,DClass3,25.0
ATBI,tbl_Saplings,DClass4,25.0
ATBI,tbl_Saplings,Condition,100.0
ATBI,tbl_Saplings,SSMA_TimeStamp,46.0
ATBI,tbl_Seedlings,Seedlings_ID,95.0
ATBI,tbl_Seedlings,Event_ID,95.0
ATBI,tbl_Seedlings,oldPlot,100.0
ATBI,tbl_Seedlings,Module,100.0
ATBI,tbl_Seedlings,SpCode,42.0
ATBI,tbl_Seedlings,Density,100.0
ATBI,tbl_Seedlings,SSMA_TimeStamp,45.0
ATBI,tbl_Tree_Tags,Tree_Tag_ID,94.0
ATBI,tbl_Tree_Tags,Location_ID,95.0
ATBI,tbl_Tree_Tags,Tag,100.0
ATBI,tbl_Tree_Tags,oldPlot,100.0
ATBI,tbl_Tree_Tags,Module,100.0
ATBI,tbl_Tree_Tags,Xcoord,70.0
ATBI,tbl_Tree_Tags,Ycoord,70.0
ATBI,tbl_Tree_Tags,SpCode,40.0
ATBI,tbl_Tree_Tags,Plot,100.0
ATBI,tbl_Tree_Tags,Notes,100.0
ATBI,tbl_Tree_Tags,SSMA_TimeStamp,46.0
ATBI,tbl_WitnessTrees,WitnessTree_ID,95.0
ATBI,tbl_WitnessTrees,Location_ID,95.0
ATBI,tbl_WitnessTrees,Witness_SpCode,60.0
ATBI,tbl_WitnessTrees,Witness_Azimuth,100.0
ATBI,tbl_WitnessTrees,Witness_DBH,30.0
ATBI,tbl_WitnessTrees,Witness_stake,100.0
ATBI,tbl_WitnessTrees,SSMA_TimeStamp,45.0
ATBI,tblTimes,dest,60.0
ATBI,tblTimes,times,100.0
ATBI,tlu_Can_Pos,CanPos_Num,30.0
ATBI,tlu_Can_Pos,CanPos_Name,50.0
ATBI,tlu_Can_Pos,SSMA_TimeStamp,45.0
ATBI,tlu_Cover_Cls,CoverClass_Num,60.0
ATBI,tlu_Cover_Cls,CoverClass_Text,100.0
ATBI,tlu_DecayStage,DecayStage_ID,95.0
ATBI,tlu_DecayStage,DecayStage_Descr,80.0
ATBI,tlu_DecayStage,SSMA_TimeStamp,45.0
ATBI,tlu_Live_Dead,Cond_Num,50.0
ATBI,tlu_Live_Dead,Cond_Text,70.0
ATBI,tlu_Mod_Num,Mod_Num,40.0
ATBI,tlu_PlaceNames,ID,70.0
ATBI,tlu_PlaceNames,Name,100.0
ATBI,tlu_PlaceNames,County,100.0
ATBI,tlu_PlaceNames,State,100.0
ATBI,tlu_PlaceNames,utmE,10.0
ATBI,tlu_PlaceNames,utmN,10.0
ATBI,tlu_PlaceNames,SSMA_TimeStamp,45.0
ATBI,tlu_PlantSpecies,genus,100.0
ATBI,tlu_PlantSpecies,subgenus,100.0
ATBI,tlu_PlantSpecies,species,100.0
ATBI,tlu_PlantSpecies,subspecies,100.0
ATBI,tlu_PlantSpecies,SpeciesCode,100.0
ATBI,tlu_PlantSpecies,Author,100.0
ATBI,tlu_PlantSpecies,CommonName,100.0
ATBI,tlu_PlantSpecies,SpeciesNotes,100.0
ATBI,tlu_PlantSpecies,SSMA_TimeStamp,45.0
ATBI,tlu_Presence,Pres_Num,40.0
ATBI,tlu_Presence,Pres_Text,60.0
ATBI,tlu_R1_RestOfPlot,Pres_Num,40.0
ATBI,tlu_R1_RestOfPlot,Pres_Text,60.0
ATBI,tlu_Roads_and_Trails,ListedName,100.0
ATBI,tlu_Roads_and_Trails,ValidName,100.0
ATBI,tlu_Roads_and_Trails,Layer,100.0
ATBI,tlu_Roads_and_Trails,Notes,100.0
ATBI,tlu_Roads_and_Trails,SSMA_TimeStamp,45.0
ATBI,tlu_Slope_Shape,Shape,100.0
ATBI,tlu_topo_position,ID,70.0
ATBI,tlu_topo_position,TopoPosition,80.0
ATBI,tlu_Tree_Cond,TreeCond_Num,50.0
ATBI,tlu_Tree_Cond,TreeCond_Text,70.0
ATBI,tlu_Tree_Cond,SSMA_TimeStamp,45.0
ATBI,tlu_Yes_No,Yes_No,100.0
ATBI,tsys_App_Defaults,Project,100.0
ATBI,tsys_App_Defaults,Park,100.0
ATBI,tsys_App_Defaults,User_name,100.0
ATBI,tsys_App_Defaults,Activity,100.0
ATBI,tsys_App_Defaults,UTM_Zone,80.0
ATBI,tsys_App_Defaults,Datum,100.0
ATBI,tsys_App_Defaults,Release_ID,95.0
ATBI,tsys_App_Defaults,Link_file_path,100.0
ATBI,tsys_App_Defaults,Backup_prompt_startup,100.0
ATBI,tsys_App_Defaults,Backup_prompt_exit,100.0
ATBI,tsys_App_Defaults,Compact_be_exit,70.0
ATBI,tsys_App_Defaults,Verify_links_startup,100.0
ATBI,tsys_App_Defaults,SSMA_TimeStamp,45.0
ATBI,tsys_App_Releases,Release_ID,95.0
ATBI,tsys_App_Releases,Release_date,100.0
ATBI,tsys_App_Releases,Database_title,100.0
ATBI,tsys_App_Releases,Version_number,100.0
ATBI,tsys_App_Releases,File_name,100.0
ATBI,tsys_App_Releases,Release_by,100.0
ATBI,tsys_App_Releases,Release_notes,100.0
ATBI,tsys_App_Releases,Author_phone,100.0
ATBI,tsys_App_Releases,Author_email,100.0
ATBI,tsys_App_Releases,Author_org,80.0
ATBI,tsys_App_Releases,Author_org_name,85.0
ATBI,tsys_App_Releases,SSMA_TimeStamp,45.0
ATBI,tsys_Bug_Reports,Bug_ID,95.0
ATBI,tsys_Bug_Reports,Release_ID,95.0
ATBI,tsys_Bug_Reports,Report_date,100.0
ATBI,tsys_Bug_Reports,Found_by,100.0
ATBI,tsys_Bug_Reports,Reported_by,100.0
ATBI,tsys_Bug_Reports,Report_details,100.0
ATBI,tsys_Bug_Reports,Fix_date,100.0
ATBI,tsys_Bug_Reports,Fixed_by,100.0
ATBI,tsys_Bug_Reports,Fix_details,100.0
ATBI,tsys_Bug_Reports,SSMA_TimeStamp,45.0
CratersWildlifeObservations,Breeding Codes,,100.0
CratersWildlifeObservations,Class,,100.0
CratersWildlifeObservations,Code,,100.0
CratersWildlifeObservations,HABITAT CODES,,100.0
CratersWildlifeObservations,Invert Family,,100.0
CratersWildlifeObservations,Invert Order,,100.0
CratersWildlifeObservations,INVERTEBRATES,,100.0
CratersWildlifeObservations,Month,,100.0
CratersWildlifeObservations,Paste Errors,,100.0
CratersWildlifeObservations,Roadkill,,100.0
CratersWildlifeObservations,VERTEBRATES,,100.0
CratersWildlifeObservations,WILDLIFE MASTERLIST,,100.0
CratersWildlifeObservations,Breeding Codes,Breed,100.0
CratersWildlifeObservations,Breeding Codes,Definition,100.0
CratersWildlifeObservations,Class,Class,100.0
CratersWildlifeObservations,Class,Field2,80.0
CratersWildlifeObservations,Code,Field1,80.0
CratersWildlifeObservations,Code,Field2,80.0
CratersWildlifeObservations,HABITAT CODES,Code,100.0
CratersWildlifeObservations,HABITAT CODES,Definition,100.0
CratersWildlifeObservations,Invert Family,Invert Family,80.0
CratersWildlifeObservations,Invert Order,Order,100.0
CratersWildlifeObservations,INVERTEBRATES,Common Name,100.0
CratersWildlifeObservations,INVERTEBRATES,Genus species,100.0
CratersWildlifeObservations,INVERTEBRATES,Class,100.0
CratersWildlifeObservations,INVERTEBRATES,Family,100.0
CratersWildlifeObservations,INVERTEBRATES,Order,100.0
CratersWildlifeObservations,INVERTEBRATES,Number,100.0
CratersWildlifeObservations,INVERTEBRATES,UTMN,40.0
CratersWildlifeObservations,INVERTEBRATES,UTME,40.0
CratersWildlifeObservations,INVERTEBRATES,Datum,100.0
CratersWildlifeObservations,INVERTEBRATES,Location,100.0
CratersWildlifeObservations,INVERTEBRATES,Habitat,100.0
CratersWildlifeObservations,INVERTEBRATES,OBS TYPE,70.0
CratersWildlifeObservations,INVERTEBRATES,Date,100.0
CratersWildlifeObservations,INVERTEBRATES,Time,100.0
CratersWildlifeObservations,INVERTEBRATES,Observer,100.0
CratersWildlifeObservations,INVERTEBRATES,Ownership,100.0
CratersWildlifeObservations,INVERTEBRATES,Notes,100.0
CratersWildlifeObservations,INVERTEBRATES,Survey,100.0
CratersWildlifeObservations,INVERTEBRATES,SSMA_TimeStamp,50.0
CratersWildlifeObservations,Month,ID,90.0
CratersWildlifeObservations,Month,Field1,80.0
CratersWildlifeObservations,Paste Errors,Date,100.0
CratersWildlifeObservations,Paste Errors,Species,100.0
CratersWildlifeObservations,Paste Errors,Location,100.0
CratersWildlifeObservations,Paste Errors,Comments,100.0
CratersWildlifeObservations,Roadkill,Date,100.0
CratersWildlifeObservations,Roadkill,Year,100.0
CratersWildlifeObservations,Roadkill,Month,100.0
CratersWildlifeObservations,Roadkill,Species,100.0
CratersWildlifeObservations,Roadkill,HWY Mile Marker,70.0
CratersWildlifeObservations,Roadkill,Location,100.0
CratersWildlifeObservations,Roadkill,number killed,100.0
CratersWildlifeObservations,Roadkill,Big Game,100.0
CratersWildlifeObservations,Roadkill,Comments,100.0
CratersWildlifeObservations,sysdiagrams,name,100.0
CratersWildlifeObservations,sysdiagrams,principal_id,95.0
CratersWildlifeObservations,sysdiagrams,diagram_id,95.0
CratersWildlifeObservations,sysdiagrams,version,100.0
CratersWildlifeObservations,sysdiagrams,definition,100.0
CratersWildlifeObservations,VERTEBRATES,Species,100.0
CratersWildlifeObservations,VERTEBRATES,Common Name,100.0
CratersWildlifeObservations,VERTEBRATES,Scientific Name,100.0
CratersWildlifeObservations,VERTEBRATES,Number,100.0
CratersWildlifeObservations,VERTEBRATES,UTMN,40.0
CratersWildlifeObservations,VERTEBRATES,UTMX,40.0
CratersWildlifeObservations,VERTEBRATES,UTME,40.0
CratersWildlifeObservations,VERTEBRATES,UTMY,40.0
CratersWildlifeObservations,VERTEBRATES,Habitat,100.0
CratersWildlifeObservations,VERTEBRATES,OBS TYPE,60.0
CratersWildlifeObservations,VERTEBRATES,Date,100.0
CratersWildlifeObservations,VERTEBRATES,Time,100.0
CratersWildlifeObservations,VERTEBRATES,Observer,100.0
CratersWildlifeObservations,VERTEBRATES,Ownership,100.0
CratersWildlifeObservations,VERTEBRATES,Notes,100.0
CratersWildlifeObservations,VERTEBRATES,BREED,100.0
CratersWildlifeObservations,VERTEBRATES,CLASS,100.0
CratersWildlifeObservations,VERTEBRATES,Survey,100.0
CratersWildlifeObservations,VERTEBRATES,SSMA_TimeStamp,50.0
CratersWildlifeObservations,WILDLIFE MASTERLIST,SPECIES,100.0
CratersWildlifeObservations,WILDLIFE MASTERLIST,COMMON NAME,100.0
CratersWildlifeObservations,WILDLIFE MASTERLIST,SCIENTIFIC NAME,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,,100.0
KlamathInvasiveSpecies,tbl_Sites,,100.0
KlamathInvasiveSpecies,tlu_Contacts,,100.0
KlamathInvasiveSpecies,tlu_Enumerations,,100.0
KlamathInvasiveSpecies,tlu_Species_CRLA,,40.0
KlamathInvasiveSpecies,tlu_Species_LABE,,40.0
KlamathInvasiveSpecies,tlu_Species_LAVO,,40.0
KlamathInvasiveSpecies,tlu_Species_ORCA,,40.0
KlamathInvasiveSpecies,tlu_Species_REDW,,40.0
KlamathInvasiveSpecies,tlu_Species_WHIS,,40.0
KlamathInvasiveSpecies,xref_Event_Contacts,,100.0
KlamathInvasiveSpecies,Copy Of Query4,,100.0
KlamathInvasiveSpecies,Query1,,100.0
KlamathInvasiveSpecies,year_segment,,100.0
KlamathInvasiveSpecies,SitesVisited_ByYear,,100.0
KlamathInvasiveSpecies,SegmentVisitNumber,,100.0
KlamathInvasiveSpecies,Copy Of Query4,,100.0
KlamathInvasiveSpecies,tbl_Db_Meta,Db_Meta_ID,55.0
KlamathInvasiveSpecies,tbl_Db_Meta,Db_Desc,55.0
KlamathInvasiveSpecies,tbl_Db_Meta,Meta_MID,40.0
KlamathInvasiveSpecies,tbl_Db_Meta,DSC_GUID,30.0
KlamathInvasiveSpecies,tbl_Db_Meta,Meta_File_Name,100.0
KlamathInvasiveSpecies,tbl_Db_Meta,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tbl_Db_Revisions,Revision_ID,95.0
KlamathInvasiveSpecies,tbl_Db_Revisions,Revision_Contact_ID,95.0
KlamathInvasiveSpecies,tbl_Db_Revisions,Db_Meta_ID,55.0
KlamathInvasiveSpecies,tbl_Db_Revisions,Revision_Date,100.0
KlamathInvasiveSpecies,tbl_Db_Revisions,Revision_Reason,100.0
KlamathInvasiveSpecies,tbl_Db_Revisions,Revision_Desc,80.0
KlamathInvasiveSpecies,tbl_Db_Revisions,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tbl_Edit_Log,Person,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,Table,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,Field,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,Date_Change,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,Value_Old,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,Value_New,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,Reason,100.0
KlamathInvasiveSpecies,tbl_Edit_Log,ID,90.0
KlamathInvasiveSpecies,tbl_Event_Details,Event_ID,95.0
KlamathInvasiveSpecies,tbl_Event_Details,Event_Notes,100.0
KlamathInvasiveSpecies,tbl_Event_Details,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tbl_Events,Event_ID,95.0
KlamathInvasiveSpecies,tbl_Events,Location_ID,95.0
KlamathInvasiveSpecies,tbl_Events,Start_Date,100.0
KlamathInvasiveSpecies,tbl_Events,Start_Time,100.0
KlamathInvasiveSpecies,tbl_Events,End_Time,100.0
KlamathInvasiveSpecies,tbl_Events,Second_Start_Time,100.0
KlamathInvasiveSpecies,tbl_Events,Second_End_Time,100.0
KlamathInvasiveSpecies,tbl_Events,Second_Date,100.0
KlamathInvasiveSpecies,tbl_Events,Protocol_Name,100.0
KlamathInvasiveSpecies,tbl_Events,Upload_Date,100.0
KlamathInvasiveSpecies,tbl_Events,Site_Treated,100.0
KlamathInvasiveSpecies,tbl_Events,Notes,100.0
KlamathInvasiveSpecies,tbl_Events,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tbl_Locations,Location_ID,95.0
KlamathInvasiveSpecies,tbl_Locations,Site_ID,95.0
KlamathInvasiveSpecies,tbl_Locations,Loc_Name,80.0
KlamathInvasiveSpecies,tbl_Locations,Date_Monumented,100.0
KlamathInvasiveSpecies,tbl_Locations,X_Coord,60.0
KlamathInvasiveSpecies,tbl_Locations,Y_Coord,60.0
KlamathInvasiveSpecies,tbl_Locations,Coord_Units,80.0
KlamathInvasiveSpecies,tbl_Locations,Coord_System,80.0
KlamathInvasiveSpecies,tbl_Locations,UTM_Zone,50.0
KlamathInvasiveSpecies,tbl_Locations,Datum,100.0
KlamathInvasiveSpecies,tbl_Locations,Est_H_Error,60.0
KlamathInvasiveSpecies,tbl_Locations,Accuracy_Notes,100.0
KlamathInvasiveSpecies,tbl_Locations,Unit_Code,100.0
KlamathInvasiveSpecies,tbl_Locations,Loc_Type,80.0
KlamathInvasiveSpecies,tbl_Locations,Updated_Date,100.0
KlamathInvasiveSpecies,tbl_Locations,Loc_Notes,80.0
KlamathInvasiveSpecies,tbl_Locations,Segment,100.0
KlamathInvasiveSpecies,tbl_Locations,Species,100.0
KlamathInvasiveSpecies,tbl_Locations,GPSUnit,50.0
KlamathInvasiveSpecies,tbl_Locations,PDOP,20.0
KlamathInvasiveSpecies,tbl_Locations,HDOP,20.0
KlamathInvasiveSpecies,tbl_Locations,EPE,20.0
KlamathInvasiveSpecies,tbl_Locations,Elevation,100.0
KlamathInvasiveSpecies,tbl_Locations,Upload_Date,100.0
KlamathInvasiveSpecies,tbl_Locations,Distance,100.0
KlamathInvasiveSpecies,tbl_Locations,Network_Code,100.0
KlamathInvasiveSpecies,tbl_Locations,Random_Selected,100.0
KlamathInvasiveSpecies,tbl_Locations,County,100.0
KlamathInvasiveSpecies,tbl_Locations,Watershed,100.0
KlamathInvasiveSpecies,tbl_Locations,Subwatershed,100.0
KlamathInvasiveSpecies,tbl_Locations,Rnd_Plt_In,40.0
KlamathInvasiveSpecies,tbl_Locations,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Event_ID,95.0
KlamathInvasiveSpecies,tbl_MacroHabitat,MacroHab,80.0
KlamathInvasiveSpecies,tbl_MacroHabitat,MicroHab,80.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Hydrology,100.0
KlamathInvasiveSpecies,tbl_MacroHabitat,LandUse,100.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Slope,100.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Aspect,100.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Data_ID,95.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Upload_Date,100.0
KlamathInvasiveSpecies,tbl_MacroHabitat,Notes,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Event_ID,95.0
KlamathInvasiveSpecies,tbl_MicroHabitat,LightIndex,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Evergreen,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Deciduous,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Shrub,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Herb,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,WoodyDebris,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Litter,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,BareGround,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Rock,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Soil_Dist,70.0
KlamathInvasiveSpecies,tbl_MicroHabitat,CoverClass,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,VegHeight,80.0
KlamathInvasiveSpecies,tbl_MicroHabitat,SurfaceWater,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Phenology,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,CoverPercent,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Data_ID,95.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Upload_Date,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,Notes,100.0
KlamathInvasiveSpecies,tbl_MicroHabitat,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tbl_Sites,Site_ID,95.0
KlamathInvasiveSpecies,tbl_Sites,GIS_Location_ID,80.0
KlamathInvasiveSpecies,tbl_Sites,Site_Name,100.0
KlamathInvasiveSpecies,tbl_Sites,Site_Desc,80.0
KlamathInvasiveSpecies,tbl_Sites,Unit_Code,100.0
KlamathInvasiveSpecies,tbl_Sites,Site_Notes,100.0
KlamathInvasiveSpecies,tbl_Sites,Site_Start_X,100.0
KlamathInvasiveSpecies,tbl_Sites,Site_Start_Y,100.0
KlamathInvasiveSpecies,tbl_Sites,Site_End_X,100.0
KlamathInvasiveSpecies,tbl_Sites,Site_End_Y,100.0
KlamathInvasiveSpecies,tbl_Sites,Length,100.0
KlamathInvasiveSpecies,tbl_Sites,Route,100.0
KlamathInvasiveSpecies,tbl_Sites,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tlu_Contacts,Contact_ID,95.0
KlamathInvasiveSpecies,tlu_Contacts,Last_Name,100.0
KlamathInvasiveSpecies,tlu_Contacts,First_Name,100.0
KlamathInvasiveSpecies,tlu_Contacts,Middle_Init,80.0
KlamathInvasiveSpecies,tlu_Contacts,Organization,100.0
KlamathInvasiveSpecies,tlu_Contacts,Position_Title,100.0
KlamathInvasiveSpecies,tlu_Contacts,Address_Type,100.0
KlamathInvasiveSpecies,tlu_Contacts,Address,100.0
KlamathInvasiveSpecies,tlu_Contacts,Address2,100.0
KlamathInvasiveSpecies,tlu_Contacts,City,100.0
KlamathInvasiveSpecies,tlu_Contacts,State_Code,100.0
KlamathInvasiveSpecies,tlu_Contacts,Zip_Code,100.0
KlamathInvasiveSpecies,tlu_Contacts,Country,100.0
KlamathInvasiveSpecies,tlu_Contacts,Email_Address,100.0
KlamathInvasiveSpecies,tlu_Contacts,Work_Phone,100.0
KlamathInvasiveSpecies,tlu_Contacts,Work_Extension,100.0
KlamathInvasiveSpecies,tlu_Contacts,Contact_Notes,100.0
KlamathInvasiveSpecies,tlu_Contacts,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tlu_Enumerations,Enum_Code,80.0
KlamathInvasiveSpecies,tlu_Enumerations,Enum_Description,80.0
KlamathInvasiveSpecies,tlu_Enumerations,Enum_Group,80.0
KlamathInvasiveSpecies,tlu_Enumerations,Sort_Order,100.0
KlamathInvasiveSpecies,tlu_Enumerations,SSMA_TimeStamp,50.0
KlamathInvasiveSpecies,tlu_Species_CRLA,Species,100.0
KlamathInvasiveSpecies,tlu_Species_CRLA,SampleYear,100.0
KlamathInvasiveSpecies,tlu_Species_CRLA,Park,100.0
KlamathInvasiveSpecies,tlu_Species_LABE,Species,100.0
KlamathInvasiveSpecies,tlu_Species_LABE,SampleYear,100.0
KlamathInvasiveSpecies,tlu_Species_LABE,Park,100.0
KlamathInvasiveSpecies,tlu_Species_LAVO,Species,100.0
KlamathInvasiveSpecies,tlu_Species_LAVO,SampleYear,100.0
KlamathInvasiveSpecies,tlu_Species_LAVO,Park,100.0
KlamathInvasiveSpecies,tlu_Species_ORCA,Species,100.0
KlamathInvasiveSpecies,tlu_Species_ORCA,SampleYear,100.0
KlamathInvasiveSpecies,tlu_Species_ORCA,Park,100.0
KlamathInvasiveSpecies,tlu_Species_REDW,Species,100.0
KlamathInvasiveSpecies,tlu_Species_REDW,SampleYear,100.0
KlamathInvasiveSpecies,tlu_Species_REDW,Park,100.0
KlamathInvasiveSpecies,tlu_Species_WHIS,Species,100.0
KlamathInvasiveSpecies,tlu_Species_WHIS,SampleYear,100.0
KlamathInvasiveSpecies,tlu_Species_WHIS,Park,100.0
KlamathInvasiveSpecies,xref_Event_Contacts,Event_ID,95.0
KlamathInvasiveSpecies,xref_Event_Contacts,Contact_ID,95.0
KlamathInvasiveSpecies,xref_Event_Contacts,Contact_Role,100.0
KlamathInvasiveSpecies,xref_Event_Contacts,Upload_Date,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,,90.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,,50.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,,45.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,,60.0
MacroInvertebrates,tbl_Benthic_MMI_OE,,35.0
MacroInvertebrates,tbl_BenthicLabMetadata,,100.0
MacroInvertebrates,tbl_BenthicLabResults,,100.0
MacroInvertebrates,tbl_BenthicMetrics,,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceVials,,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,,80.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,,60.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,,60.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,,70.0
MacroInvertebrates,tbl_EventNameOld_Legacy,,100.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,,70.0
MacroInvertebrates,tlu_BenthicFunctionalFeedingGroups,,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,,100.0
MacroInvertebrates,tlu_BenthicSpeciesROMN,,60.0
MacroInvertebrates,tlu_DataAccessLevel,,100.0
MacroInvertebrates,tlu_DataProcessingLevel,,100.0
MacroInvertebrates,Xwalk_Benthos_Parameter,,90.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,EventName,100.0
