native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
EMSGCSEYE,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE_EYE,EMSGLASGWCOMASCLEYE,EMSGCSEYE
EMSGCSLOC,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE_LOCATION,EMSGLASGWCOMASCLLOC,EMSGCSLOC
EMSGCSMOD,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE_MODE,EMSGLASGWCOMASCLMOD,EMSGCSMOD
EMSGCSMOTOR,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE_MOTOR,EMSGLASGWCOMASCLMOTOR,EMSGCSMOTOR
EMSGCSTIME,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE_TIME,EMSGLASGWCOMASCLTIME,EMSGCSTIME
EMSGCSVERB,column,NTSB,N3,EMERGENCY_MEDICAL_SERVICES_GLASGOW_COMA_SCALE_VERB,EMSGLASGWCOMASCLVERB,EMSGCSVERB
EMSPULSE,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_PULSE,EMSPULSE,EMSPLS
EMSRESPRATE,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_RESPRATE,EMSRESPRATE,EMSRSP
EMSSYSTOLIC,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_SYSTOLIC,EMSSYSTOLIC,EMSSYST
EMSVITALSRC,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_VITALSRC,EMSVITALSRC,EMSVITSRC
EMSVITALTIME,column,NTSB,N2,EMERGENCY_MEDICAL_SERVICES_VITALTIME,EMSVITALTIME,EMSVITTM
ENG_CYL,column,NTSB,N3,ENGINE_CYLINDERS,ENGN_CYLNDR,ENG_CYL
ENG_DISP,column,NTSB,N3,ENGINE_DISPLACEMENT,ENGN_DISPLCMN,ENG_DISP
EngineBrakeHP_from,column,NTSB,N2,EngineBrakeHorsePower_from,EngineBrakeHP_from,EngBHP_from
EngineBrakeHP_to,column,NTSB,N2,EngineBrakeHorsePower_to,EngineBrakeHP_to,EngBHP_to
EngineCoolingType,column,NTSB,N1,EngineCoolingType,EngCoolingTyp,EngClTp
EngineCoolingTypeId,column,NTSB,N1,EngineCoolingTypeId,EngCoolingTypID,EngClTpId
EngineConfiguration,column,NTSB,N1,EngineConfiguration,EngConfig,EngCnf
EngineConfigurationId,column,NTSB,N1,EngineConfigurationId,EngConfigID,EngCnfId
EngineCylindersCount,column,NTSB,N1,EngineCylindersCount,EngCylDsntCnt,EngCylCt
EngineElectrificationLevel,column,NTSB,N1,EngineElectrificationLevel,EngElectLevel,EngElLvl
EngineElectrificationLevelId,column,NTSB,N1,EngineElectrificationLevelId,EngElectrificationLvlId,EngElLvlId
EngineModel,column,NTSB,N1,EngineModel,EngModel,EngMdl
EngineManufacturer,column,NTSB,N1,EngineManufacturer,EngManuf,EngMn
EnginePowerKW,column,NTSB,N2,EnginePowerKiloWatts,EnginePowerKW,EngPwKW
EngineStrokeCycles,column,NTSB,N1,EngineStrokeCycles,EngStkCycls,EngStCy
EngineTurbo,column,NTSB,N1,EngineTurbo,EngTurb,EngTrb
EngineTurboId,column,NTSB,N1,EngineTurboId,EngTurbID,EngTrbId
EngineValveTrainDesign,column,NTSB,N1,EngineValveTrainDesign,EngValvTrnDesign,EngVTDes
EngineValveTrainDesignId,column,NTSB,N1,EngineValveTrainDesignId,EngValveTrainDesigID,EngVTDesID
ENTRAP,column,NTSB,N2,ENTRAPPED,ENTRAP,ENTRP
EntertainmentSystem,column,NTSB,N1,EntertainmentSystem,EnterTnSys,EntSys
EntertainmentSystemId,column,NTSB,N1,EntertainmentSystemId,EntertSysID,EntSysId
EQUIP,column,NTSB,N2,EQUIPMENT,EQUIP,EQ
ETHNICITY,column,NTSB,N1,ETHNICITY,ETHNCTY,ETHN
EVENT,table,NTSB,N1,EVENT,EVNT,EV
EVENTS,column,NTSB,N1,EVENTS,EVTS,EV
EVENTNO,column,NTSB,N2,EVENT_NUMBER,EVENTNO,EV_NO
EVIDENCE,column,NTSB,N1,EVIDENCE,EVIDNCE,EVDN
EVDriveUnit,column,NTSB,N2,ElectricVehicleDriveUnit,EVDriveUnit,EVDU
EVDriveUnitId,column,NTSB,N2,ElectricVehicleDriveUnitId,EVDriveUnitId,EVDU_ID
EVENT1TO2,column,NTSB,N3,TIME_FROM_EVENT_1_TO_2,EVENT1TO2_TM,EVENT1TO2
EYEWEAR,column,NTSB,N1,EYEWEAR,EYEWR,EWR
FRNTBUMP,column,NTSB,N2,FRONT_BUMPER,FRNTBUMP,F_BMP
FUELCELL,column,NTSB,N1,FUELCELL,FUELCL,F_CL
FUELCOND,column,NTSB,N2,FUEL_CONDITION,FUELCOND,F_CND
FILLCAP,column,NTSB,N1,FILLCAP,FLLCP,F_CP
FRNTHOOD,column,NTSB,N2,FRONT_HOOD,FRNTHOOD,F_HD
FUELLOC,column,NTSB,N2,FUEL_CELL_LOCATION,FUELLOC,F_LC
FUELEAK,column,NTSB,N1,FUELEAK,FUEL_LK,F_Lk
FUELNO,column,NTSB,N2,FUEL_SYSTEM_NUMBER,FUELNO,F_Nr
FIREORGIN,column,NTSB,N1,FIREORGIN,FR_ORG,F_ORG
FRNTPILL,column,NTSB,N2,FRONT_PILLAR,FRNTPILL,F_PIL
FILEREC,column,NTSB,N2,FILERECORDED,FILEREC,F_REC
FUELTYPE,column,NTSB,N1,FUELTYPE,FUELTP,F_TP
FRNTWIND,column,NTSB,N2,FRONT_WINDSHIELD,FRNTWIND,F_WND
FACTOR1,column,NTSB,N1,FACTOR1,FACTR1,FCT_1
FACTOR2,column,NTSB,N1,FACTOR2,FACTR2,FCT_2
FACTOR3,column,NTSB,N1,FACTOR3,FACTR3,FCT_3
FACTOR4,column,NTSB,N1,FACTOR4,FACTR4,FCT_4
FACTOR5,column,NTSB,N1,FACTOR5,FACTR5,FCT_5
ForwardCollisionWarning,column,NTSB,N1,ForwardCollisionWarning,FwdCollisWarning,FCWrn
ForwardCollisionWarningId,column,NTSB,N1,ForwardCollisionWarningId,FwdCollisWarningID,FCWrnID
FuelDeliveryInjectionType,column,NTSB,N1,FuelDeliveryInjectionType,FuelDelivryInjctTyp,FDelInjTyp
FuelDeliveryInjectionTypeId,column,NTSB,N1,FuelDeliveryInjectionTypeId,FuelDelivryInjCTypeID,FDelInjTypID
FETALMORT,column,NTSB,N3,FETAL_MORTALITY,FETAL_MORTALTY,FETALMORT
FIRE,column,NTSB,N1,FIRE,FIR,FI
FIRE,table,NTSB,N1,FIRE,FIR,FI
FIELDL,column,NTSB,N3,FIELDLENGTH,FIELDLEN,FIELDL
FUEL,table,NTSB,N1,FUEL,FUEL,FL
FIELDLD,column,NTSB,N2,FIELDLDEPTH,FIELDLD,FLDL
FIELDLLOCATION,column,NTSB,N1,FIELDLLOCATION,FLDLLOC,FLDL_L
FuelTypePrimary,column,NTSB,N1,FuelTypePrimary,FuelTypPrim,FT_P
FuelTypePrimaryId,column,NTSB,N1,FuelTypePrimaryId,FuelTypPrimId,FT_P_ID
FuelTypeSecondary,column,NTSB,N1,FuelTypeSecondary,FuelTypSecon,FT_S
FuelTypeSecondaryId,column,NTSB,N1,FuelTypeSecondaryId,FuelTypSeconId,FT_S_ID
GLAZIMP,column,NTSB,N2,GLAZING_IMPACT_DAMAGE,GLAZIMP,G_IMP
GLAZLOC,column,NTSB,N2,GLAZING_LOCATION,GLAZLOC,G_LOC
GLAZOCC,column,NTSB,N2,GLAZING_OCCUPANT_DAMAGE,GLAZOCC,G_OCC
GLAZPRE,column,NTSB,N2,GLAZING_PRECRASH_STATUS,GLAZPRE,G_PRE
GLAZTYPE,column,NTSB,N2,GLAZING_TYPE,GLAZTYPE,G_TYP
GAD1,column,NTSB,N3,1ST_VEHICLE_GENERAL_AREA_OF_DAMAGE,GEN_AREA_DAM_1,GAD1
GAD2,column,NTSB,N3,2ND_VEHICLE_GENERAL_AREA_OF_DAMAGE,GEN_AREA_DAM_2,GAD2
GAWRFRONT,column,NTSB,N3,GROSS_ACTUAL_WEIGHT_RATING_FRONT,GRS_ACTL_WT_RTNG_FRONT,GAWRFRONT
GAWRREAR,column,NTSB,N3,GROSS_ACTUAL_WEIGHT_RATING_REAR,GRS_ACTL_WT_RTNG_REAR,GAWRREAR
GCSOBTAINED,column,NTSB,N3,GLASGOW_COMA_SCALE_OBTAINED,GLASG_COMA_SCL_OBTAINED,GCSOBTAINED
GrossCombWeightRatingFrom,column,NTSB,N1,GrossCombWeightRatingFrom,GrossCbnWtRtngFr,GCWR_FR
GrossCombWeightRatingFromId,column,NTSB,N1,GrossCombWeightRatingFromId,GrossCbnWtRtngFrID,GCWR_FR_ID
GrossCombWeightRatingTo,column,NTSB,N1,GrossCombWeightRatingTo,GrossCbnWtRtngTo,GCWR_T
GrossCombWeightRatingToId,column,NTSB,N1,GrossCombWeightRatingToId,GrossCbnWtRtngToID,GCWR_T_ID
GLAZINGCONT,column,NTSB,N2,GLAZING_CONTACT,GLAZINGCONT,GLZ_CNT
GV,table,NTSB,N3,GENERAL_VEHICLE,GEN_VEH,GV
GVWR,column,NTSB,N3,GROSS_VEHICLE_WEIGHT_RATING,GRS_VEH_WT_RTNG,GVWR
GrossVehicleWeightRatingFrom,column,NTSB,N1,GrossVehicleWeightRatingFrom,GrossVehicleWtRtngFr,GVWR_Fr
GrossVehicleWeightRatingFromId,column,NTSB,N1,GrossVehicleWeightRatingFromId,Gross_Vehc_Wt_Rtng_fr_ID,Gvwr_FR_ID
GrossVehicleWeightRatingTo,column,NTSB,N1,GrossVehicleWeightRatingTo,Grv_Veh_Wt_Rtng_To,GVWR_T
GrossVehicleWeightRatingToId,column,NTSB,N1,GrossVehicleWeightRatingToId,GrossVehicleWtRtngToID,GVWR_T_ID
GLAZING,table,NTSB,N1,GLAZING,Glzing,GZNG
HEADINGANG,column,NTSB,N2,IMPACT_HEADING_ANGGLE,HEADINGANG,H_ANG
HARNESSDESIGN,column,NTSB,N1,HARNESSDESIGN,HARNS_DES,H_DES
HOSPDIASTOLIC,column,NTSB,N2,HOSPITAL_DIASTOLIC,HOSPDIASTOLIC,H_SDAST
HARNESSUSE,column,NTSB,N1,HARNESSUSE,HARNS_USE,H_USE
HEADANGLECAT,column,NTSB,N2,HEADING_ANGLE_CATEGORY,HEADANGLECAT,HD_ANG_CT
HeadlampLightSource,column,NTSB,N1,HeadlampLightSource,HdlampLightSrc,HL_LTSRC
HeadlampLightSourceID,column,NTSB,N1,HeadlampLightSourceID,HdlampLightSrcId,HL_LTSRC_ID
HOSPGCS,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_,HOSPGLASG_COM_SCL,HOSPGCS
HOSPGCSEYE,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_EYE,HOSPGLASG_COM_SCLEYE,HOSPGCSEYE
HOSPGCSLOC,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_LOC,HOSPGLASG_COM_SCLLOC,HOSPGCSLOC
HOSPGCSMOD,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_MOD,HOSPGLASG_COM_SCLMOD,HOSPGCSMOD
HOSPGCSMOTOR,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_MOTOR,HOSPGLASG_COM_SCLMOTOR,HOSPGCSMOTOR
HOSPGCSTIME,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_TIME,HOSPGLASG_COM_SCLTIME,HOSPGCSTIME
HOSPGCSVERB,column,NTSB,N3,HOSPITAL_GLASGOW_COMA_SCALE_VERB,HOSPGLASG_COM_SCLVERB,HOSPGCSVERB
HOSPPULSE,column,NTSB,N2,HOSPITAL_PULSE,HOSPPULSE,HOSPPLS
HOSPRESPRATE,column,NTSB,N2,HOSPITAL_RESPRATE,HOSPRESPRATE,HOSPRESPRT
HOSPSTAY,column,NTSB,N2,HOSPITAL_STAY,HOSPSTAY,HOSPST
HOSPSYSTOLIC,column,NTSB,N2,HOSPITAL_SYSTOLIC,HOSPSYSTOLIC,HOSPSYST
HOSPVITALSRC,column,NTSB,N2,HOSPITAL_VITALSRC,HOSPVITALSRC,HOSPVSRS
HOSPVITALTIME,column,NTSB,N2,HOSPITAL_VITALTIME,HOSPVITALTIME,HOSPVTM
HEADRESTACT,column,NTSB,N2,ACTIVE_HEADREST_RESTRAINT,HEADRESTACT,HR_ACT
HEADRESTDAM,column,NTSB,N2,HEAD_RESTRAINT_DAMAGE,HEADRESTDAM,HR_DAM
HEADRESTYPE,column,NTSB,N2,HEAD_RESTRAINT_TYPE,HEADRESTYPE,HR_TYP
HEIGHT,column,NTSB,N1,HEIGHT,HGT,HT
HOWUSED,column,NTSB,N1,HOWUSED,H_USD,HU
ICFINALBODY,column,NTSB,N2,FINAL_STAGE_BODY_CLASS,ICFINALBODY,IC_FIN_BODY
ICS,table,NTSB,N3,INJURY_CAUSATION_SCENARIOS,INJ_CAUS_SCEN,ICS
ICSCONFIDENCE,column,NTSB,N2,INJURY_CAUSATION_SCENARIO_CONFIDENCE,ICSCONFIDENCE,ICS_CONF
ICS_TYPE,column,NTSB,N2,INJURY_CAUSATION_SCENARIO_TYPE,ICS_TYPE,ICS_T
ICSNO,column,NTSB,N3,INJURY_CAUSATION_SCENARIO_NO,INJ_CAUS_SCEN_NO,ICSNO
ICSNOTE,column,NTSB,N3,INJURY_CAUSATION_SCENARIO_NOTE,INJ_CAUS_SSCEN_NOTE,ICSNOTE
IGCYCDOWN,column,NTSB,N3,IGNITION_CYCCLE_DOWNLOAD,IGNTN_CYCL_DOWN,IGCYCDOWN
IGCYCRASH,column,NTSB,N3,IGNITION_CYCLES_BEFORE_CRASH,IGN_CYC_CRASH,IGCYCRASH
IMPAIREDCOAG,column,NTSB,N2,IMPAIRED_COAGULATION,IMPAIREDCOAG,IMP_COAG
IMPLANTFUS,column,NTSB,N3,IMPLANT_FUSION_HISTORY,IMPLANT_FUSN_HIST,IMPLANTFUS
INJLEVEL,column,NTSB,N2,INJURY_LEVEL,INJLEVEL,IN_LV
INJNUM,column,NTSB,N2,INJURYNUMBER,INJNUM,IN_NM
INJNO,column,NTSB,N2,INJURY_NUMBER,INJNO,IN_NO
INJSTATUS,column,NTSB,N2,INJURY_STATUS,INJSTATUS,IN_STAT
INITLANE,column,NTSB,N3,INITIAL_TRAVEL_LANE,TRAV_LANE,INITLANE
INJURY,table,NTSB,N1,INJURY,INJUR,INJ
INSPTYPE,column,NTSB,N2,INPSECTION_TYPE,INSPTYPE,INSP_T
INSPLAG,column,NTSB,N3,INSPECTION_LAGTIME,INSPECT_LAG,INSPLAG
INTDIRECT,column,NTSB,N2,INTRUSION_DIRECTION,INTDIRECT,INT_DIR
INITOBJCLASS,column,NTSB,N2,INITIATING_OBJECT_CLASS,INITOBJCLASS,INT_OBJ_CL
INTRESTRAINT,column,NTSB,N2,INTEGRATED_RESTRAINT,INTRESTRAINT,INT_REST
INTCOMP,column,NTSB,N3,INTRUSION_COMPONENT,INTR_COMPNT,INTCOMP
INTERIOR,table,NTSB,N1,INTERIOR,INTER,INTE
INTEGRITY,column,NTSB,N1,INTEGRITY,INTEGR,INTG
INTEGRITY,table,NTSB,N1,INTEGRITY,INTEGR,INTG
INTMAG,column,NTSB,N3,INTRUSION_MAGNITUDE,INTR_MAGN,INTMAG
INTRUSION,column,NTSB,N1,INTRUSION,INTRSN,INTR
INTRUSION,table,NTSB,N1,INTRUSION,INTRSN,INTR
INTRUNO,column,NTSB,N3,INTRUSION_NUMBER,INTR_NUM,INTRUNO
IPC_2ND,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_2ND,INJ_PROD_COMP_2ND,IPC_2ND
IPC_3RD,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_3RD,INJ_PROD_COMP_3RD,IPC_3RD
IPCAREA_2ND,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA_2ND,IPCAREA_2ND,IPC_A_2ND
IPCAREA_3RD,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA_3RD,IPCAREA_3RD,IPC_A_3RD
IPCAREA1,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA1,IPCAREA1,IPC_A1
IPCAREA1_ALT,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA1_ALTERNATE,IPCAREA1_ALT,IPC_A1_ALT
IPCAREA2,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA2,IPCAREA2,IPC_A2
IPCAREA2_ALT,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA2_ALTERNATE,IPCAREA2_ALT,IPC_A2_ALT
IPCAREA3,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA3,IPCAREA3,IPC_A3
IPCAREA3_ALT,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_AREA3_ALTERNATE,IPCAREA3_ALT,IPC_A3_ALT
IPC1,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_1,INJ_PROD_COMP1,IPC1
IPC1_ALT,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_1_ALTERNATE,INJ_PROD_COMP1_ALT,IPC1_ALT
IPC2,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_2,INJ_PROD_COMP2,IPC2
IPC2_ALT,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_2_ALTERNATE,INJ_PROD_COMP2_ALT,IPC2_ALT
IPC3,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_3,INJ_PROD_COMP3,IPC3
IPC3_ALT,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_3_ALTERNATE,INJ_PROD_COMP3_ALT,IPC3_ALT
IPCCONF_2ND,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_CONFIDENCE_2ND,IPCCONF_2ND,IPCCONF_2ND
IPCCONF_3RD,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_CONFIDENCE_3RD,IPCCONF_3RD,IPCCONF_3RD
IPCCONF1,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_CONFIDENCE1,INJ_PROD_COMP_CONF1,IPCCONF1
IPCCONF1_ALT,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_CONFIDENCE1_ALTERNATE,INJ_PROD_COMP_CONF1_ALT,IPCCONF1_ALT
IPCCONF2,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_CONFIDENCE2,INJ_PROD_COMP_CONF2,IPCCONF2
IPCCONF2_ALT,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_CONFIDENCE2_ALTERNATE,INJ_PROD_COMP_CONF2_ALT,IPCCONF2_ALT
IPCCONF3,column,NTSB,N3,INJURY_PRODUCING_COMPONENT_CONFIDENCE3,INJ_PROD_COMP_CONF3,IPCCONF3
IPCCONF3_ALT,column,NTSB,N2,INJURY_PRODUCING_COMPONENT_CONFIDENCE3_ALTERNATE,INJ_PROD_COMP_CONF3_ALT,IPCCONF3_ALT
ISS,column,NTSB,N3,INJURY_SEVERITY_SCORE,INJ_SEV_SCR,ISS
JKCOEFF,table,NTSB,N2,JACKKNIFE_COEFFICIENT,JKCOEFF,JK_C
JKWGT,table,NTSB,N3,JACKKNIFE_WEIGHT,JKWGT,JK_W
JKCOEFFICIENT,column,NTSB,N3,JACKKNIFE_COEFFICIENT,JCKKNFCOEFFICIENT,JKCOEFFICIENT
JKWGT1,column,NTSB,N3,JACKNIFE_WEIGHT1,JCKKNFWGHT1,JKWGT1
JKWGT10,column,NTSB,N3,JACKNIFE_WEIGHT10,JCKKNFWGHT10,JKWGT10
JKWGT11,column,NTSB,N3,JACKNIFE_WEIGHT11,JCKKNFWGHT11,JKWGT11
JKWGT12,column,NTSB,N3,JACKNIFE_WEIGHT12,JCKKNFWGHT12,JKWGT12
JKWGT13,column,NTSB,N3,JACKNIFE_WEIGHT13,JCKKNFWGHT13,JKWGT13
JKWGT14,column,NTSB,N3,JACKNIFE_WEIGHT14,JCKKNFWGHT14,JKWGT14
JKWGT15,column,NTSB,N3,JACKNIFE_WEIGHT15,JCKKNFWGHT15,JKWGT15
JKWGT16,column,NTSB,N3,JACKNIFE_WEIGHT16,JCKKNFWGHT16,JKWGT16
JKWGT17,column,NTSB,N3,JACKNIFE_WEIGHT17,JCKKNFWGHT17,JKWGT17
JKWGT18,column,NTSB,N3,JACKNIFE_WEIGHT18,JCKKNFWGHT18,JKWGT18
JKWGT19,column,NTSB,N3,JACKNIFE_WEIGHT19,JCKKNFWGHT19,JKWGT19
JKWGT2,column,NTSB,N3,JACKNIFE_WEIGHT2,JCKKNFWGHT2,JKWGT2
JKWGT20,column,NTSB,N3,JACKNIFE_WEIGHT20,JCKKNFWGHT20,JKWGT20
JKWGT21,column,NTSB,N3,JACKNIFE_WEIGHT21,JCKKNFWGHT21,JKWGT21
JKWGT22,column,NTSB,N3,JACKNIFE_WEIGHT22,JCKKNFWGHT22,JKWGT22
JKWGT23,column,NTSB,N3,JACKNIFE_WEIGHT23,JCKKNFWGHT23,JKWGT23
JKWGT24,column,NTSB,N3,JACKNIFE_WEIGHT24,JCKKNFWGHT24,JKWGT24
JKWGT25,column,NTSB,N3,JACKNIFE_WEIGHT25,JCKKNFWGHT25,JKWGT25
JKWGT26,column,NTSB,N3,JACKNIFE_WEIGHT26,JCKKNFWGHT26,JKWGT26
JKWGT27,column,NTSB,N3,JACKNIFE_WEIGHT27,JCKKNFWGHT27,JKWGT27
JKWGT28,column,NTSB,N3,JACKNIFE_WEIGHT28,JCKKNFWGHT28,JKWGT28
JKWGT29,column,NTSB,N3,JACKNIFE_WEIGHT29,JCKKNFWGHT29,JKWGT29
JKWGT3,column,NTSB,N3,JACKNIFE_WEIGHT3,JCKKNFWGHT3,JKWGT3
JKWGT30,column,NTSB,N3,JACKNIFE_WEIGHT30,JCKKNFWGHT30,JKWGT30
JKWGT31,column,NTSB,N3,JACKNIFE_WEIGHT31,JCKKNFWGHT31,JKWGT31
JKWGT32,column,NTSB,N3,JACKNIFE_WEIGHT32,JCKKNFWGHT32,JKWGT32
JKWGT4,column,NTSB,N3,JACKNIFE_WEIGHT4,JCKKNFWGHT4,JKWGT4
JKWGT5,column,NTSB,N3,JACKNIFE_WEIGHT5,JCKKNFWGHT5,JKWGT5
JKWGT6,column,NTSB,N3,JACKNIFE_WEIGHT6,JCKKNFWGHT6,JKWGT6
JKWGT7,column,NTSB,N3,JACKNIFE_WEIGHT7,JCKKNFWGHT7,JKWGT7
JKWGT8,column,NTSB,N3,JACKNIFE_WEIGHT8,JCKKNFWGHT8,JKWGT8
JKWGT9,column,NTSB,N3,JACKNIFE_WEIGHT9,JCKKNFWGHT9,JKWGT9
KeylessIgnition,column,NTSB,N1,KeylessIgnition,KeylsIgntn,KL_IGN
KeylessIgnitionId,column,NTSB,N1,KeylessIgnitionId,KeylsIgntnId,KL_IGN_ID
LATCHANCHOR,column,NTSB,N1,LATCHANCHOR,LtcAnchor,L_AN
LOCKCLIPUSE,column,NTSB,N1,LOCKCLIPUSE,LK_CLP_USE,L_CL_USE
LIGHTCOND,column,NTSB,N2,LIGHTING_CONDITION,LIGHTCOND,L_CON
LATCHDESIGN,column,NTSB,N1,LATCHDESIGN,LtchDesn,L_DES
LATCHPLATE,column,NTSB,N1,LATCHPLATE,LtchPlt,L_P
LATCHTETHER,column,NTSB,N1,LATCHTETHER,LTCH_TETH,L_THR
LATCHUSE,column,NTSB,N1,LATCHUSE,LTCH_USE,L_USE
L1,column,NTSB,N3,INJURY_LOCALIZER1,LCLZR1,L1
L2,column,NTSB,N3,INJURY_LOCALIZER2,LCLZR2,L2
LaneCenteringAssistance,column,NTSB,N1,LaneCenteringAssistance,LnCenteringAssist,LCA
LaneCenteringAssistanceID,column,NTSB,N1,LaneCenteringAssistanceID,LnCenteringAssistID,LCAID
LDEF,column,NTSB,N3,LOCALIZER_DEFINITION,LCLZR_DEF,LDEF
LaneDepartureWarning,column,NTSB,N1,LaneDepartureWarning,LnDepartWarning,LDepWrn
LaneDepartureWarningId,column,NTSB,N1,LaneDepartureWarningId,LnDepartWarningID,LDepWrnID
LOADPATH_2ND,column,NTSB,N1,LOADPATH_2ND,Ld_Path_2nd,LDP_2ND
LOADPATH_3RD,column,NTSB,N1,LOADPATH_3RD,Ld_Path_3rd,LDP_3RD
LOADPATH1,column,NTSB,N1,LOADPATH1,Ld_Path1,LDP1
LOADPATH1_ALT,column,NTSB,N1,LOADPATH1_ALT,LdPath1_Alt,LDP1_ALT
LOADPATH2,column,NTSB,N1,LOADPATH2,Ld_Path2,LDP2
LOADPATH2_ALT,column,NTSB,N1,LOADPATH2_ALT,Ld_Path2_Alt,LDP2_ALT
LOADPATH3,column,NTSB,N1,LOADPATH3,LOAD_PATH_3,LDP3
LOADPATH3_ALT,column,NTSB,N1,LOADPATH3_ALT,Ld_Path3_Alt,LDP3_ALT
LFBC,column,NTSB,N3,LEFT_FRONT_BUMPER_CORNER,LF_BUMP_CORNR,LF_BC
LFBELT,column,NTSB,N2,LEFTFRONT_BELT,LFBELT,LF_BLT
LFDISPOSAL,column,NTSB,N2,LEFTFRONT_DISPOSAL,LFDISPOSAL,LF_DISP
LFOH,column,NTSB,N3,LEFT_FRONT_OVERHAND,LF_OVRHNG,LF_OH
LFSWITCH,column,NTSB,N2,LEFTFRONT_SWITCH,LFSWITCH,LF_SW
LFTRACKPOS,column,NTSB,N2,LEFTFRONT_TRACKPOS,LFTRACKPOS,LF_TP
LF1STAGEDEP,column,NTSB,N3,LEFTFRONT_1ST_STAGE_DEPLOYMENT,LF_1STSTAGE_DEPL,LF1STAGEDEP
LF2STAGEDEP,column,NTSB,N3,LEFTFRONT_2ND_STAGE_DEPLOYMENT,LF_2NDSTAGE_DEPL,LF2STAGEDEP
LFBUCKDEPTIME,column,NTSB,N3,LEFTFRONT_BUCKLE_DEPLOYMENT_TIME,LF_BUCKLE_DEPLMN_TIME,LFBUCKDEPTIME
LFCURTDEPTIME,column,NTSB,N3,LEFTFRONT_CURTAIN_DEPLOYMENT_TIME,LF_CURTN_DEPLMN_TIME,LFCURTDEPTIME
LFOCCPOS,column,NTSB,N3,LEFTFRONT_OCCUPANT_POSITION,LF_OCCPN_POSN,LFOCCPOS
LFOCCSIZE,column,NTSB,N3,LEFTFRONT_OCCUPANT_SIZE,LF_OCCPN_SZ,LFOCCSIZE
LFPRETENDEPTIME,column,NTSB,N3,LEFTFRONT_PRETENSIONER_DEPLOYMENT_TIME,LF_PRETNSR_DEPLMN_TIME,LFPRETENDEPTIME
LFRETRACTDEPTIME,column,NTSB,N3,LEFTFRONT_RETRACTORDEPTIME,LF_RETRACT_DEPLMN_TIME,LFRETRACTDEPTIME
LFSIDEDEPTIME,column,NTSB,N3,LEFTFRONT_SIDEDEPLOYMENTTIME,LF_SIDE_DEPLMN_TIME,LFSIDEDEPTIME
LaneKeepingAssistance,column,NTSB,N1,LaneKeepingAssistance,LnKeepingAssist,LKAS
LaneKeepingAssistanceID,column,NTSB,N1,LaneKeepingAssistanceID,LnKeepingAssistID,LKAS_ID
LINELEFT,column,NTSB,N1,LINELEFT,Ln_Lft,LN_L
LINERIGHT,column,NTSB,N1,LINERIGHT,LN_RT,LN_R
LOCALIZER,table,NTSB,N1,LOCALIZER,LCLZR,LOC
LOCATION,column,NTSB,N1,LOCATION,LOCTN,LOC
LOCALNO,column,NTSB,N2,LOCALIZER_NUMBER,LOCALNO,LOC_NO
LRBC,column,NTSB,N3,LEFT_REAR_BUMPER_CORNER,LR_BUMP_CORNR,LR_BC
