native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
CTR2,table,SBODemoUS,N3,service_contract_recurring_transactions_CTR,svc_cntrct_rcrrng_txns,CTR2
contract,column,SBODemoUS,N1,contract,cntrct,ctrct
Country,column,SBODemoUS,N1,Country,Cntry,Ctry
CountryS,column,SBODemoUS,N2,countryS,CountryS,CtryS
CityS,column,SBODemoUS,N2,cityS,CityS,Ct_S
CreateTS,column,SBODemoUS,N2,create_time_incl_secs,CreateTS,Cr_TS
CntctTime,column,SBODemoUS,N2,contact_time,CntctTime,CtTm
CntctType,column,SBODemoUS,N2,activity_type,CntctType,CtType
County,column,SBODemoUS,N1,County,Cnty,Cty
CountyB,column,SBODemoUS,N2,countyB,CountyB,CtyB
CtyCdCurYr,column,SBODemoUS,N3,city_code_current_year,cty_cd_curr_yr,CtyCdCurYr
CtyCdPrvsY,column,SBODemoUS,N3,city_code_previous_year,cty_cd_prev_yr,CtyCdPrvsY
CtyCurYr,column,SBODemoUS,N3,city_for_current_year,Cty_for_curr_yr,CtyCurYr
CtyFsnCode,column,SBODemoUS,N3,fusion_comuni,fusn_comuni,CtyFsnCode
CntrctType,column,SBODemoUS,N2,contractType,CntrctType,Ctr_t
CntrcType,column,SBODemoUS,N2,contract_type,CntrcType,ctrc_t
CtyPrvsYr,column,SBODemoUS,N3,city_for_previous_year,city_prev_yr,CtyPrvsYr
citizenshp,column,SBODemoUS,N2,citizenship,citizenshp,Ctzshp
CUnpaidBoE,column,SBODemoUS,N2,customer_unpaid_bill_of_exchange,CUnpaidBoE,CUBOE
ColUID,column,SBODemoUS,N2,column_uid,ColUID,CUID
CUP,column,SBODemoUS,N3,unique_code_of_project,Unq_Cd_Of_Prjct,CUP
Currency,column,SBODemoUS,N1,Currency,Curr,Cur
Currency2,column,SBODemoUS,N1,Currency2,Curr2,Cur2
CsUrl,column,SBODemoUS,N2,crystal_server_url,CsUrl,CUrL
customer,column,SBODemoUS,N1,customer,custmr,Cust
custmrName,column,SBODemoUS,N2,business_partner_name,custmrName,CustNm
CogsVal,column,SBODemoUS,N2,cost_of_goods_sold_value,CogsVal,COGS_V
CogsValue,column,SBODemoUS,N2,cost_of_goods_sold_val,CogsValue,COGS_Vl
CommisVat,column,SBODemoUS,N2,commission_vat_group,CommisVat,Cms_VAT
CardValid,column,SBODemoUS,N1,CardValid,CrdValid,C_Vald
CostVal1,column,SBODemoUS,N2,resource_standard_cost_value_1,CostVal1,CV1
CostVal10,column,SBODemoUS,N2,resource_standard_cost_value_10,CostVal10,CV10
CostVal2,column,SBODemoUS,N2,resource_standard_cost_value_2,CostVal2,CV2
CostVal3,column,SBODemoUS,N2,resource_standard_cost_value_3,CostVal3,CV3
CostVal4,column,SBODemoUS,N2,resource_standard_cost_value_4,CostVal4,CV4
CostVal5,column,SBODemoUS,N2,resource_standard_cost_value_5,CostVal5,CV5
CostVal6,column,SBODemoUS,N2,resource_standard_cost_value_6,CostVal6,CV6
CostVal7,column,SBODemoUS,N2,resource_standard_cost_value_7,CostVal7,CV7
CostVal8,column,SBODemoUS,N2,resource_standard_cost_value_8,CostVal8,CV8
CostVal9,column,SBODemoUS,N2,resource_standard_cost_value_9,CostVal9,CV9
CloseVerNm,column,SBODemoUS,N2,closing_version_number,CloseVerNm,CVN
Converted,column,SBODemoUS,N1,Converted,Convtd,Cvtd
ConvertTo,column,SBODemoUS,N1,ConvertTo,CnvtTo,CvtTo
CompoWH,column,SBODemoUS,N2,component_warehouse,CompoWH,CWH
CompZip,column,SBODemoUS,N2,company_zip_code,CompZip,CZ
DimActive,column,SBODemoUS,N2,dimensions_active,DimActive,D_act
DateCheck,column,SBODemoUS,N1,DateCheck,DtChk,D_Ck
DateFormat,column,SBODemoUS,N1,DateFormat,DateFmt,D_Fmt
DebtLine,column,SBODemoUS,N1,DebtLine,DebtLn,D_Ln
DistNumber,column,SBODemoUS,N1,DistNumber,DistNum,D_Nm
deliveryNo,column,SBODemoUS,N1,deliveryNo,Dlvry_No,D_No
DeductPaid,column,SBODemoUS,N1,DeductPaid,Dedct_Pd,D_Pd
DateReport,column,SBODemoUS,N1,DateReport,DtRprt,D_Rpt
DeductTax,column,SBODemoUS,N1,DeductTax,Dedct_Tax,D_Tax
DeployTime,column,SBODemoUS,N1,DeployTime,DplyTime,D_Tm
DraftType,column,SBODemoUS,N1,DraftType,DrftType,D_Tp
DetailType,column,SBODemoUS,N1,DetailType,DtlType,D_Type
DateUpdate,column,SBODemoUS,N1,DateUpdate,DtUpdate,D_Upd
Dim1Relvnt,column,SBODemoUS,N2,dimension_1_relevant,Dim1Relvnt,D1Rlvnt
DepNum2,column,SBODemoUS,N2,postdated_deposit_key,DepNum2,D2
Dim2Relvnt,column,SBODemoUS,N2,dimension_2_relevant,Dim2Relvnt,D2R
Dim3Relvnt,column,SBODemoUS,N2,dimension_3_relevant,Dim3Relvnt,D3R
Dim4Relvnt,column,SBODemoUS,N2,dimension_4_relevant,Dim4Relvnt,D4Rlvnt
Dim5Relvnt,column,SBODemoUS,N2,dimension_5_relevant,Dim5Relvnt,D5Rlvnt
DecAcc,column,SBODemoUS,N2,decrease_account,DecAcc,Dcr_ac
DocAbs,column,SBODemoUS,N2,document_internal_id,DocAbs,dc_abs
DocAction,column,SBODemoUS,N2,document_action_type,DocAction,dc_act
DocArr,column,SBODemoUS,N2,source_of_posting,DocArr,dc_ar
DprArea,column,SBODemoUS,N2,depreciation_area,DprArea,dpr_ar
DrvdArea,column,SBODemoUS,N2,derived_area,DrvdArea,drv_ar
DatevAutoA,column,SBODemoUS,N2,datev_automatic_account,DatevAutoA,DAA
DAB1,table,SBODemoUS,N3,dashboard_queries,dash_queries,DAB1
DecreasAc,column,SBODemoUS,N2,inventory_decrease_account,DecreasAc,DAc
DatevAcct,column,SBODemoUS,N2,datev_account,DatevAcct,Dtv_ac
DefAcct,column,SBODemoUS,N2,deferred_tax_account,DefAcct,Df_ac
DeltaAccT,column,SBODemoUS,N2,delta_total_accumulator,DeltaAccT,Dlt_ac
DeposAcct,column,SBODemoUS,N2,deposit_account_number,DeposAcct,Dps_ac
DpstAcct,column,SBODemoUS,N2,deposit_bank_account_number,DpstAcct,Dpst_ac
DscntAcct,column,SBODemoUS,N2,discount_account,DscntAcct,DAcct
DprAreaID,column,SBODemoUS,N2,depreciation_area_id,DprAreaID,DAID
DfltActKey,column,SBODemoUS,N2,default_bank_account_key,DfltActKey,DAK
dAltDprTyp,column,SBODemoUS,N3,auto_change_depreciation_type,auto_chg_depr_type,dAltDprTyp
dBase,column,SBODemoUS,N2,base_for_declining_balance,dBase,DBas
DueBal,column,SBODemoUS,N2,due_balance,DueBal,d_bal
DevBAOwner,column,SBODemoUS,N2,deviating_bank_account_owner,DevBAOwner,DBAO
DashbdCode,column,SBODemoUS,N2,dashboard_code,DashbdCode,DbCd
DueBalFC,column,SBODemoUS,N2,balance_due_functional_currency,DueBalFC,DBFC
DflBankKey,column,SBODemoUS,N2,default_bank_id,DflBankKey,DBK
DashbdName,column,SBODemoUS,N2,dashboard_name,DashbdName,DBN
DpsBank,column,SBODemoUS,N2,bank_name_for_payments,DpsBank,DBnk
DBObjVerDe,column,SBODemoUS,N3,db_objects_version_description,db_obj_vrsn_desc,DBObjVerDe
DefBreak,column,SBODemoUS,N2,defect_and_breakup,DefBreak,DBr
DflBranch,column,SBODemoUS,N2,default_branch,DflBranch,Dfl_br
DfltBranch,column,SBODemoUS,N2,branch_for_outgoing_checks,DfltBranch,Dflt_br
DpstBranch,column,SBODemoUS,N2,branch_for_payments,DpstBranch,Dps_br
DeposBrnch,column,SBODemoUS,N2,branch_for_deposits,DeposBrnch,DBrnc
DueBalSys,column,SBODemoUS,N2,balance_due_sc,DueBalSys,DBS
Debit,column,SBODemoUS,N1,Debit,Dbt,Db
DbType,column,SBODemoUS,N2,database_type,DbType,DBt
DebCred,column,SBODemoUS,N2,debit_credit_line_indicator,DebCred,Db_cr
DebitCredi,column,SBODemoUS,N2,debit_or_credit,DebitCredi,dbOcr
DepCancel,column,SBODemoUS,N2,department_canceled,DepCancel,dp_cx
DeposCurr,column,SBODemoUS,N2,currency_for_payments,DeposCurr,dp_cur
DiffCurr,column,SBODemoUS,N2,enter_in_local_currency,DiffCurr,df_cur
DimCode,column,SBODemoUS,N2,dimension_code,DimCode,dm_cd
DiscCode,column,SBODemoUS,N2,discount_code,DiscCode,dc_cd
DispCurr,column,SBODemoUS,N2,display_currency,DispCurr,dp_cr
DocCode,column,SBODemoUS,N2,document_code,DocCode,d_cd
DocCur,column,SBODemoUS,N2,document_currency,DocCur,d_cr
DocCurr,column,SBODemoUS,N2,documentCurrency,DocCurr,dCr
DateCreate,column,SBODemoUS,N1,DateCreate,DtCreate,dt_cr
DueCheck,column,SBODemoUS,N1,DueCheck,DueChk,DC
DocChkbox,column,SBODemoUS,N2,document_checkbox,DocChkbox,DCB
DateCalInt,column,SBODemoUS,N2,base_date_for_interest_calc,DateCalInt,DCI
Dcount,column,SBODemoUS,N2,discount_num,Dcount,Dcnt
DcntSum,column,SBODemoUS,N3,discount_amount,discnt_amt,DcntSum
DcntSumFC,column,SBODemoUS,N3,discount_amount_functional_currency,disc_amt_fc,DcntSumFC
DcntSumSy,column,SBODemoUS,N3,discount_amount_sc,discnt_amt_sc,DcntSumSy
DocNumber,column,SBODemoUS,N2,documentNumber,DocNumber,DcNum
DscountCod,column,SBODemoUS,N2,discountCode,DscountCod,DCod
DigCrtPath,column,SBODemoUS,N2,digital_certificate_path,DigCrtPath,DCP
DocPrice,column,SBODemoUS,N2,document_price,DocPrice,DcPr
DfltCard,column,SBODemoUS,N2,invoice_payment_business_partner,DfltCard,DCrd
directCsmr,column,SBODemoUS,N2,direct_customer,directCsmr,dCsmr
DocSubtype,column,SBODemoUS,N2,document_subtype,DocSubtype,DcStp
Direct,column,SBODemoUS,N1,Direct,Dirct,Dct
DeductPer,column,SBODemoUS,N2,deduction_percent,DeductPer,DctPer
DdctStatus,column,SBODemoUS,N2,liable_for_deduction_at_source,DdctStatus,DctSts
DimDesc,column,SBODemoUS,N2,dimension_description,DimDesc,D_dscr
DeltaDays,column,SBODemoUS,N1,DeltaDays,Dlt_Dys,Dlt_d
DocDate,column,SBODemoUS,N2,document_date,DocDate,dc_dt
DocDlvry,column,SBODemoUS,N2,document_delivery,DocDlvry,dc_dlv
DueDate,column,SBODemoUS,N1,DueDate,DueDt,du_d
DunDate,column,SBODemoUS,N2,last_dunning_date,DunDate,Dun_dt
DunnDate,column,SBODemoUS,N2,dunning_date,DunnDate,DunDt
DirectDbt,column,SBODemoUS,N2,direct_debit,DirectDbt,DDBT
DdctPaidFC,column,SBODemoUS,N3,applied_deduct_sum_functional_currency,ap_ded_sum_fc,DdctPaidFC
DdctPaidSC,column,SBODemoUS,N3,applied_deduct_sum_sc,ap_ded_sum_sc,DdctPaidSC
DdctPrcnt,column,SBODemoUS,N3,withholding_tax_deduction_percentage,wthldg_tax_ded_pct,DdctPrcnt
DdctSumFC,column,SBODemoUS,N3,total_deductions_functional_currency,Ttl_Ded_Fc,DdctSumFC
DdctSumSy,column,SBODemoUS,N3,deduction_amount_sc,Ded_Amt_SC,DdctSumSy
DdctTaxFrg,column,SBODemoUS,N3,deductible_tax_amount_functional_currency,ded_tax_amt_fc,DdctTaxFrg
DocDueDate,column,SBODemoUS,N2,document_due_date,DocDueDate,DDD
DirfDeclar,column,SBODemoUS,N2,dirf_responsible,DirfDeclar,DDec
DirectDpr,column,SBODemoUS,N2,direct_depreciation,DirectDpr,DDpr
DdtKey,column,SBODemoUS,N3,current_deduction_hierarchy,curr_ded_hier,DdtKey
DscDueDate,column,SBODemoUS,N2,discount_due_date,DscDueDate,DDueDt
DraftEntry,column,SBODemoUS,N1,DraftEntry,Dft_Entry,DE
DeacAftUL,column,SBODemoUS,N3,deactivate_after_useful_life,deactvte_aftr_useful_life,DeacAftUL
DebCur,column,SBODemoUS,N3,issue_currency,iss_curr,DebCur
DecresGlAc,column,SBODemoUS,N3,general_ledger_decrease_account,gl_dec_acct,DecresGlAc
Deduction,column,SBODemoUS,N1,Deduction,Dedctn,Ded
DEFLT_REP,column,SBODemoUS,N3,standard_report,std_rpt,DEFLT_REP
DEFLT_SEQ,column,SBODemoUS,N3,standard_sequence,std_seq,DEFLT_SEQ
Deleted,column,SBODemoUS,N1,Deleted,Dltd,Del
delivery,column,SBODemoUS,N1,delivery,dlvry,Dlv
DocEntry,column,SBODemoUS,N2,document_entry,DocEntry,D_ent
DsbEntry,column,SBODemoUS,N2,dashboard_entry,DsbEntry,DB_ent
DprEnd,column,SBODemoUS,N2,depreciation_end_date,DprEnd,DEnd
DeprEndLFY,column,SBODemoUS,N3,depreciation_end_last_full_year,depr_end_last_full_yr,DeprEndLFY
Department,column,SBODemoUS,N1,Department,Deptm,Dept
Desc,column,SBODemoUS,N3,item_description,desc,Desc
Descriptio,column,SBODemoUS,N2,row_description,Descriptio,Descr
DescOW,column,SBODemoUS,N3,description_overwritten,desc_ovrwrtn,DescOW
DistribExp,column,SBODemoUS,N2,distribute_freight,DistribExp,DExp
DescField,column,SBODemoUS,N2,description_field,DescField,Dsc_F
DateFrom,column,SBODemoUS,N1,DateFrom,DtFrom,Dt_Fr
dFactor,column,SBODemoUS,N2,declining_balance_factor,dFactor,DFctr
DunFee,column,SBODemoUS,N2,dunning_fee,DunFee,DFee
DflAccount,column,SBODemoUS,N2,default_bank_account,DflAccount,DflAcct
DflAgrmnt,column,SBODemoUS,N3,default_blanket_agreement_no,def_blanket_agmt_no,DflAgrmnt
DflCust,column,SBODemoUS,N3,default_customer_id,dflt_custmr_id,DflCust
DflCustomr,column,SBODemoUS,N3,default_customer,dflt_custmr,DflCustomr
DflIBAN,column,SBODemoUS,N3,default_bank_iban,dflt_bnk_iban,DflIBAN
DflInPrcss,column,SBODemoUS,N3,default_for_stock_item_in_process,dflt_for_stk_itm_in_proc,DflInPrcss
DflSwift,column,SBODemoUS,N3,default_bank_bic_swift_code,def_bank_bic_swift_code,DflSwift
DfltAcct,column,SBODemoUS,N3,account_for_outgoing_checks,acct_for_outgoing_chks,DfltAcct
DfltExpn,column,SBODemoUS,N3,default_expense_account,exp_acct,DfltExpn
DfltIncom,column,SBODemoUS,N3,default_income,rev_acct,DfltIncom
DfltInCstm,column,SBODemoUS,N3,default_for_stock_item_in_cust,dflt_for_stk_itm_in_cust,DfltInCstm
DfltResWhs,column,SBODemoUS,N3,default_resource_warehouse_id,dflt_res_warehouse_id,DfltResWhs
DfltVat,column,SBODemoUS,N3,default_vat_group,dflt_vat_grp,DfltVat
DfltWH,column,SBODemoUS,N3,default_warehouse,dflt_whse,DfltWH
DflWhs,column,SBODemoUS,N3,default_warehouse_id,dflt_wh_id,DflWhs
DdctFileNo,column,SBODemoUS,N2,deduction_file_number,DdctFileNo,DFN
DeferrAcct,column,SBODemoUS,N2,deferredTaxAccount,DeferrAcct,DfrAcct
DftBinAbs,column,SBODemoUS,N3,default_bin_internal_number,dflt_bin_int_num,DftBinAbs
DftBinEnfd,column,SBODemoUS,N3,default_bin_enforced,dflt_bin_enf,DftBinEnfd
DfltProfit,column,SBODemoUS,N2,default_profit,DfltProfit,DftPrft
DefaultVal,column,SBODemoUS,N2,default_value,DefaultVal,DfVal
DunIntrst,column,SBODemoUS,N2,dunning_interest,DunIntrst,DI
DaysInAdva,column,SBODemoUS,N2,days_in_advance,DaysInAdva,DIA
DisplInCal,column,SBODemoUS,N2,display_in_calendar,DisplInCal,DIC
DocID,column,SBODemoUS,N2,document_identifier,DocID,Dc_ID
DsplID,column,SBODemoUS,N2,display_description_id,DsplID,Dp_Dsc_ID
DateID,column,SBODemoUS,N1,DateID,DtID,DID
DayInMonth,column,SBODemoUS,N1,DayInMonth,DayInMnth,DIM
DIOTNat,column,SBODemoUS,N3,diot_nationality,Diot_Nat,DIOTNat
Direction,column,SBODemoUS,N1,Direction,Dirctn,Dir
DiscInRet,column,SBODemoUS,N2,allow_doc_discount_in_returns,DiscInRet,Disc_Rt
DistribIS,column,SBODemoUS,N2,distribute_intrastat_freight,DistribIS,DIS
DdgKey,column,SBODemoUS,N2,withholding_tax_deduction_group,DdgKey,Dg_Ky
DraftKey,column,SBODemoUS,N1,DraftKey,DrftKey,Dr_Ky
DocLine,column,SBODemoUS,N2,row_key,DocLine,Dc_Ln
DscntLimit,column,SBODemoUS,N2,discount_limit,DscntLimit,D_lim
DocLocCurr,column,SBODemoUS,N2,document_local_currency,DocLocCurr,DLC
DocLineNum,column,SBODemoUS,N2,document_line_number,DocLineNum,DLN
DLN1,table,SBODemoUS,N3,delivery_rows,delvry_rows,DLN1
DLN12,table,SBODemoUS,N3,delivery_tax_extension,delvry_tax_ext,DLN12
DLN4,table,SBODemoUS,N3,delivery_tax_amount_per_document,delvry_tax_amt_per_doc,DLN4
DLN6,table,SBODemoUS,N3,delivery_installments,del_instlmts,DLN6
DLN7,table,SBODemoUS,N3,delivery_packages_table,delv_pkg_tbl,DLN7
DLN8,table,SBODemoUS,N3,items_in_package_delivery,Itms_in_pkg_dlvry,DLN8
DfltLoss,column,SBODemoUS,N2,default_loss,DfltLoss,DLoss
DebLTotal,column,SBODemoUS,N2,monthly_budget_debit,DebLTotal,DLT
DeltaCoeff,column,SBODemoUS,N2,delta_coefficient,DeltaCoeff,DltCff
dlvryDate,column,SBODemoUS,N2,delivery_date,dlvryDate,DlvDt
Deliverd,column,SBODemoUS,N1,Deliverd,Dlvrd,Dlvrd
Delivered,column,SBODemoUS,N1,Delivered,Dlvrdd,Dlvd
DebitMemo,column,SBODemoUS,N1,DebitMemo,DebMemo,DM
DocManClsd,column,SBODemoUS,N2,document_was_closed_manually,DocManClsd,DMC
DmcAlias,column,SBODemoUS,N3,determination_alias,dtrmn_Alias,DmcAlias
DmcId,column,SBODemoUS,N3,determination_id,dtrmn_id,DmcId
DME,column,SBODemoUS,N3,dme_identification,dme_id,DME
DispMidNam,column,SBODemoUS,N2,display_middle_name,DispMidNam,DMN
Dummy,column,SBODemoUS,N1,Dummy,Dmmy,Dmy
DepNorm,column,SBODemoUS,N2,deposit_norm,DepNorm,Dp_Nm
DimName,column,SBODemoUS,N2,dimension_name,DimName,Dm_Nm
DocName,column,SBODemoUS,N2,report_name,DocName,Dc_Nm
DocNum,column,SBODemoUS,N2,document_number,DocNum,D_num
DrNo,column,SBODemoUS,N2,doctor_number,DrNo,Dr_N
DunningCod,column,SBODemoUS,N2,dunning_code,DunningCod,DnCod
DNFEntry,column,SBODemoUS,N2,dnf_code_entry,DNFEntry,DNFE
DunnLevel,column,SBODemoUS,N2,dunning_level,DunnLevel,DnLvl
DftName,column,SBODemoUS,N2,default_field_name,DftName,DNm
DNoteBalFC,column,SBODemoUS,N3,open_dn_balance_business_partner_currency,opn_dn_bal_bp_curr,DNoteBalFC
DNoteBalSy,column,SBODemoUS,N3,open_deliveries_grpo_balance_sc,opn_del_grpo_bal_sc,DNoteBalSy
DNotesBal,column,SBODemoUS,N3,open_deliveries_grpo_balance,opn_del_grpo_bal,DNotesBal
DscntObjct,column,SBODemoUS,N2,discount_subject,DscntObjct,DObjct
DocPymRef,column,SBODemoUS,N3,payment_document_reference,pmt_doc_ref,DocPymRef
DdctOffice,column,SBODemoUS,N2,withholding_tax_deduction_office,DdctOffice,DOff
DOffDecAcc,column,SBODemoUS,N3,inventory_offset_decrease_account,inv_off_dec_acct,DOffDecAcc
DOffDecVal,column,SBODemoUS,N3,inv_offset_decrease_value,inv_off_dec_val,DOffDecVal
DateOfInc,column,SBODemoUS,N2,date_of_incorporation,DateOfInc,DOI
DefaultORL,column,SBODemoUS,N2,default_relationship,DefaultORL,DORL
DBObjVer,column,SBODemoUS,N2,ix_db_objects_version,DBObjVer,DOV
DBObjVerUp,column,SBODemoUS,N2,db_objects_version_updated,DBObjVerUp,DOVU
DetailsOW,column,SBODemoUS,N2,details_overwritten,DetailsOW,Det_OW
DayOfWeek,column,SBODemoUS,N1,DayOfWeek,Dy_Week,DOW
DoxTxAmtFC,column,SBODemoUS,N3,tax_amount_per_document_amount,tax_amt_per_doc_amt,DoxTxAmtFC
DebPayAcct,column,SBODemoUS,N2,debit_payables_account,DebPayAcct,DPA
DocPrcCurr,column,SBODemoUS,N2,document_price_currency,DocPrcCurr,DPC
dPercent,column,SBODemoUS,N2,percentage_decl_balance,dPercent,dPct
Deposited,column,SBODemoUS,N1,Deposited,Depstd,Dpd
DocPstDate,column,SBODemoUS,N2,document_posting_date,DocPstDate,Dc_Pst_dt
DeposDate,column,SBODemoUS,N2,deposit_date,DeposDate,Dp_dt
DeployDate,column,SBODemoUS,N1,DeployDate,DplyDt,Dpy_dt
DprDate,column,SBODemoUS,N2,new_depreciation_start_date,DprDate,Dpr_dt
DpstFrom,column,SBODemoUS,N2,from_deposit_code,DpstFrom,DpFm
DeprGroup,column,SBODemoUS,N2,depreciation_group,DeprGroup,DpGrp
DepositId,column,SBODemoUS,N1,DepositId,DepId,DpId
DeposId,column,SBODemoUS,N2,deposit_id,DeposId,Dp_Id
diploma,column,SBODemoUS,N1,diploma,dplma,Dplm
DpmAmnt,column,SBODemoUS,N3,down_payment_amount_local_currency,dwn_pmt_amt_lc,DpmAmnt
DpmAmntFC,column,SBODemoUS,N3,down_payment_amount_functional_currency,dwn_pmt_amt_fc,DpmAmntFC
DpmAmntSC,column,SBODemoUS,N3,down_payment_amount_system_currency,Dwn_Pymnt_Amt_Sc,DpmAmntSC
DpmAppl,column,SBODemoUS,N3,down_payment_applied_local_currency,dwn_pymnt_appld_lc,DpmAppl
DpmApplFc,column,SBODemoUS,N3,down_payment_applied_functional_currency,Dwn_Pymnt_Appld_FC,DpmApplFc
DpmApplSc,column,SBODemoUS,N3,down_payment_applied_system_currency,Dwn_Pymnt_Appld_Sc,DpmApplSc
DpmAppVat,column,SBODemoUS,N3,down_payment_applied_tax_local_currency,dwn_pmt_appld_tx_lc,DpmAppVat
DpmAppVatF,column,SBODemoUS,N3,down_payment_applied_tax_functional_currency,dwn_pmt_apld_tax_fc,DpmAppVatF
DpmAppVatS,column,SBODemoUS,N3,down_payment_applied_tax_system_currency,Dwn_Pymnt_Appld_Tax_Sc,DpmAppVatS
DpmAsDscnt,column,SBODemoUS,N3,discount_document_with_dpm,disc_doc_wth_dpm,DpmAsDscnt
DpmClear,column,SBODemoUS,N2,down_payment_monitoring_clear,DpmClear,DpmClr
DpmDrawn,column,SBODemoUS,N2,drawn_to_down_payment,DpmDrawn,DpmDrwn
DpmIntAct,column,SBODemoUS,N3,dpm_interim_account,dpm_intrm_acct,DpmIntAct
DpmPosted,column,SBODemoUS,N3,down_payment_posted,dwn_pmt_posted,DpmPosted
DpmPrcnt,column,SBODemoUS,N3,down_payment_percent,dwn_pmt_pct,DpmPrcnt
DpmPurAct,column,SBODemoUS,N3,down_payment_monitoring_purchase_account,dwn_pmnt_monit_purchs_acct,DpmPurAct
DpmSalAct,column,SBODemoUS,N3,down_payment_monitoring_sales_account,dwn_pmnt_monit_sales_acct,DpmSalAct
DpmStatus,column,SBODemoUS,N2,dispatching_production_message_status,DpmStatus,DpmSts
DpmVat,column,SBODemoUS,N3,down_payment_tax_local_currency,dwn_pmt_tx_lc,DpmVat
DpmVatFc,column,SBODemoUS,N3,down_payment_tax_functional_currency,dwn_pmt_tax_frgn_cur,DpmVatFc
DpmVatSc,column,SBODemoUS,N3,down_payment_tax_sc,Dwn_Pymnt_Tx_Sc,DpmVatSc
DepNum,column,SBODemoUS,N2,deposit_number,DepNum,DpN
DpostorNam,column,SBODemoUS,N2,depositor_name,DpostorNam,DpNam
DepostNorm,column,SBODemoUS,N2,depositNorm,DepostNorm,DpNorm
DepositNum,column,SBODemoUS,N1,DepositNum,DepstNum,DpNo
DeposNum,column,SBODemoUS,N2,depositNumber,DeposNum,DpNum
DocPrcRate,column,SBODemoUS,N2,document_price_rate,DocPrcRate,DPR
DprId,column,SBODemoUS,N3,down_payment_request_key,dwn_pmt_rqst_key,DprId
DprMeth,column,SBODemoUS,N3,depreciation_method,deprctn_mthd,DprMeth
DprPer,column,SBODemoUS,N3,depreciation_periods,deprctn_prds,DprPer
DprTypeC,column,SBODemoUS,N3,depreciation_type_calculation,deprctn_typ_calc,DprTypeC
DPPStatus,column,SBODemoUS,N2,data_protection_status,DPPStatus,DPS
DPS1,table,SBODemoUS,N3,deposit_rows,depo_rows,DPS1
DpsBnkActF,column,SBODemoUS,N3,from_deposit_bank_account,frm_dps_bnk_acct,DpsBnkActF
DpsBnkActT,column,SBODemoUS,N3,to_deposit_bank_account,to_dep_bank_acct,DpsBnkActT
DpstAbs,column,SBODemoUS,N3,deposit_abstract,pmt_int_id,DpstAbs
Dept,column,SBODemoUS,N2,department_authorization,Dept,Dpt
DocPrmTerm,column,SBODemoUS,N2,document_payment_terms,DocPrmTerm,DPmtTm
DprTo,column,SBODemoUS,N2,minimum_depreciated_value,DprTo,DpTo
DprType,column,SBODemoUS,N2,depreciation_type,DprType,DpTp
DefinedQty,column,SBODemoUS,N2,snb_defined_quantity,DefinedQty,Def_Qty
DelivrdQty,column,SBODemoUS,N2,delivered_quantity,DelivrdQty,Del_Qty
DocQty,column,SBODemoUS,N2,document_quantity,DocQty,DQty
DiscRel,column,SBODemoUS,N2,discount_relations,DiscRel,D_Rel
DocRate,column,SBODemoUS,N2,document_rate,DocRate,D_Rat
drctCsmNam,column,SBODemoUS,N3,direct_customer_name,dir_custmr_nm,drctCsmNam
DfltRateDi,column,SBODemoUS,N2,exchange_rate_diff_all_currency,DfltRateDi,DRD
DRF1,table,SBODemoUS,N3,draft_rows,drft_rows,DRF1
DRF12,table,SBODemoUS,N3,draft_tax_extension,drft_tx_ext,DRF12
DRF4,table,SBODemoUS,N3,draft_documents_tax,drft_docs_tax,DRF4
DRF6,table,SBODemoUS,N3,document_drafts_installments,doc_drafts_instlmnts,DRF6
DocRemarks,column,SBODemoUS,N2,document_remarks,DocRemarks,DRks
DscntRel,column,SBODemoUS,N2,discounts_ratio,DscntRel,DRl
DebRLTotal,column,SBODemoUS,N2,monthly_balance_deb,DebRLTotal,DRLT
DRN1,table,SBODemoUS,N3,depreciation_run_posting,deprctn_run_post,DRN1
DRN2,table,SBODemoUS,N3,depreciation_run_posting_asset,depr_run_post_asset,DRN2
DirRevPost,column,SBODemoUS,N2,direct_revenue_posting,DirRevPost,DRP
DebRSTotal,column,SBODemoUS,N2,monthly_balance_sc_deb,DebRSTotal,DRTot
DataSource,column,SBODemoUS,N1,DataSource,DataSrc,D_src
DecSep,column,SBODemoUS,N2,decimal_separator,DecSep,dc_sep
DeductSum,column,SBODemoUS,N1,DeductSum,DedSum,dd_sm
DocSeries,column,SBODemoUS,N2,document_series,DocSeries,d_ser
DocStatus,column,SBODemoUS,N2,document_status,DocStatus,d_st
DropShip,column,SBODemoUS,N1,DropShip,DrpShp,d_sh
DateSource,column,SBODemoUS,N1,DateSource,DtSrc,d_sr
DutyStatus,column,SBODemoUS,N1,DutyStatus,DutyStat,DS
Disabled,column,SBODemoUS,N1,Disabled,Disbl,Dsbld
Descr,column,SBODemoUS,N2,description,Descr,Dscr
descrption,column,SBODemoUS,N1,descrption,Descrptn,dsc
DSC1,table,SBODemoUS,N3,house_bank_accounts,hs_bnk_accts,DSC1
Discount,column,SBODemoUS,N1,Discount,Dscnt,Dscnt
DscountBOE,column,SBODemoUS,N3,debt_of_discounted_boe,dd_boe,DscountBOE
Descrip,column,SBODemoUS,N2,description_text,Descrip,Dscp
DiscPrcnt,column,SBODemoUS,N2,discount_percentage,DiscPrcnt,DscPct
Descript,column,SBODemoUS,N2,Descript,Descript,Dscpt
Dscription,column,SBODemoUS,N2,element_description,Dscription,Dscrt
