text,category,label
Performers,N1,0
Performers_in_Bookings,N1,0
Pets,N1,0
PEX1,N3,2
PHA3,N3,2
PHA4,N3,2
PHA5,N3,2
PHA7,N3,2
phone,N1,0
phone_market,N1,0
pilot,N1,0
pilot_record,N1,0
pitching,N1,0
pitching_postseason,N1,0
pitStops,N1,0
Player_Attributes,N1,0
player_award_vote,N1,0
player_coach,N1,0
player_college,N1,0
players,N1,0
playlist_tracks,N1,0
PlaylistTrack,N1,0
PMC1,N3,2
PMC2,N3,2
PMC3,N3,2
PMC4,N3,2
PMC5,N3,2
PMC6,N3,2
PMG2,N3,2
PMG3,N3,2
PMG4,N3,2
PMG5,N3,2
PMG7,N3,2
PMG9,N3,2
PMN5,N3,2
poker_player,N1,0
POR12,N3,2
POR13,N3,2
POR15,N3,2
POR17,N3,2
POR18,N3,2
POR2,N3,2
POR20,N3,2
POR22,N3,2
POR23,N3,2
POR24,N3,2
POR25,N3,2
POR26,N3,2
POR28,N3,2
POR4,N3,2
POR5,N3,2
POR6,N3,2
POR9,N3,2
postseason,N1,0
PQT10,N3,2
PQT12,N3,2
PQT13,N3,2
PQT14,N3,2
PQT17,N3,2
PQT18,N3,2
PQT2,N3,2
PQT21,N3,2
PQT25,N3,2
PQT26,N3,2
PQT27,N3,2
PQT3,N3,2
PQT4,N3,2
PQT6,N3,2
PQT9,N3,2
Premises,N1,0
prereq,N1,0
Prescribes,N1,0
Problem_Category_Codes,N1,0
Problem_Status_Codes,N1,0
producer,N1,0
Product_Categories,N1,0
Product_Characteristics,N1,0
Product_Suppliers,N1,0
Products,N1,0
Products_Booked,N1,0
Products_for_Hire,N1,0
Products_in_Events,N1,0
program,N1,0
Project_Outcomes,N1,0
Projects,N1,0
protein,N1,0
PRQ1,N3,2
PRQ10,N3,2
PRQ13,N3,2
PRQ14,N3,2
PRQ15,N3,2
PRQ16,N3,2
PRQ18,N3,2
PRQ20,N3,2
PRQ21,N3,2
PRQ22,N3,2
PRQ24,N3,2
PRQ25,N3,2
PRQ26,N3,2
PRQ27,N3,2
PRQ28,N3,2
PRQ3,N3,2
PRQ5,N3,2
PRQ6,N3,2
PRQ7,N3,2
PRQ8,N3,2
PRR1,N3,2
PRR10,N3,2
PRR12,N3,2
PRR13,N3,2
PRR14,N3,2
PRR15,N3,2
PRR16,N3,2
PRR18,N3,2
PRR2,N3,2
PRR21,N3,2
PRR24,N3,2
PRR25,N3,2
PRR26,N3,2
PRR27,N3,2
PRR28,N3,2
PRR5,N3,2
PRR7,N3,2
PRR8,N3,2
PRR9,N3,2
PRS1,N3,2
publication,N1,0
publication_keyword,N1,0
Purchases,N1,0
PUTR1,N3,2
PWZ2,N3,2
PWZ3,N3,2
PWZ5,N3,2
PWZ6,N3,2
PWZ7,N3,2
PYD1,N3,2
QAG1,N3,2
QUE1,N3,2
QUT11,N3,2
QUT12,N3,2
QUT15,N3,2
QUT16,N3,2
QUT18,N3,2
QUT19,N3,2
QUT20,N3,2
QUT22,N3,2
QUT23,N3,2
QUT24,N3,2
QUT25,N3,2
QUT26,N3,2
QUT28,N3,2
QUT4,N3,2
QUT5,N3,2
QWZ1,N3,2
race,N1,0
railway_manage,N1,0
Rating,N1,0
RCC4,N3,2
RCR2,N3,2
RCT3,N3,2
RCT6,N3,2
RCT8,N3,2
RDN12,N3,2
RDN13,N3,2
RDN14,N3,2
RDN15,N3,2
RDN18,N3,2
RDN22,N3,2
RDN24,N3,2
RDN25,N3,2
RDN26,N3,2
RDN28,N3,2
RDN4,N3,2
RDN5,N3,2
RDN6,N3,2
RDN7,N3,2
RDN8,N3,2
RDN9,N3,2
RDOC,N3,2
RDR1,N3,2
RDR10,N3,2
RDR11,N3,2
RDR12,N3,2
RDR15,N3,2
RDR17,N3,2
RDR19,N3,2
RDR2,N3,2
RDR23,N3,2
RDR24,N3,2
RDR26,N3,2
RDR27,N3,2
RDR28,N3,2
RDR3,N3,2
RDR4,N3,2
RDR6,N3,2
RDR7,N3,2
RDR8,N3,2
RDR9,N3,2
record,N1,0
Ref_Budget_Codes,N1,0
Ref_Calendar,N1,0
Ref_Characteristic_Types,N1,0
Ref_Detention_Type,N1,0
Ref_Document_Status,N1,0
Ref_Document_Types,N1,0
Ref_Feature_Types,N1,0
Ref_Hotel_Star_Ratings,N1,0
Ref_Payment_Methods,N1,0
Ref_Product_Categories,N1,0
Ref_Property_Types,N1,0
Ref_Service_Types,N1,0
Ref_Shipping_Agents,N1,0
Ref_Transaction_Types,N1,0
regions,N1,0
Regular_Order_Products,N1,0
Rent_Arrears,N1,0
rental,N1,0
repair,N1,0
repair_assignment,N1,0
REQ2,N3,2
Residents,N1,0
Restaurant_Type,N1,0
results,N1,0
Reviewer,N1,0
RIN1,N3,2
RIN10,N3,2
RIN11,N3,2
RIN13,N3,2
RIN14,N3,2
RIN15,N3,2
RIN16,N3,2
RIN17,N3,2
RIN18,N3,2
RIN2,N3,2
RIN20,N3,2
RIN21,N3,2
RIN23,N3,2
RIN24,N3,2
RIN25,N3,2
RIN26,N3,2
RIN27,N3,2
RIN28,N3,2
RIN3,N3,2
RIN5,N3,2
RIN6,N3,2
RIN7,N3,2
RIN8,N3,2
RIT1,N3,2
RLD1,N3,2
RLS1,N3,2
Roadkill,N1,0
roller_coaster,N1,0
Room,N1,0
route,N1,0
Royal_Family,N1,0
RPC10,N3,2
RPC12,N3,2
RPC13,N3,2
RPC17,N3,2
RPC18,N3,2
RPC19,N3,2
RPC2,N3,2
RPC20,N3,2
RPC21,N3,2
RPC26,N3,2
RPC27,N3,2
RPC28,N3,2
RPC3,N3,2
RPC7,N3,2
RPC8,N3,2
RPC9,N3,2
RPD1,N3,2
RPD14,N3,2
RPD15,N3,2
RPD16,N3,2
RPD17,N3,2
RPD20,N3,2
RPD22,N3,2
RPD23,N3,2
RPD25,N3,2
RPD26,N3,2
RPD27,N3,2
RPD3,N3,2
RPD4,N3,2
RPD6,N3,2
RRR1,N3,2
RRR12,N3,2
RRR14,N3,2
RRR15,N3,2
RRR17,N3,2
RRR18,N3,2
RRR19,N3,2
RRR20,N3,2
RRR21,N3,2
RRR23,N3,2
RRR24,N3,2
RRR27,N3,2
RRR28,N3,2
RRR3,N3,2
RRR4,N3,2
RRR5,N3,2
RRR6,N3,2
RRR7,N3,2
RRR8,N3,2
RSAT,N3,2
RSC1,N3,2
RSC2,N3,2
RTM1,N3,2
RTM2,N3,2
RTYP,N3,2
salary,N1,0
Sales,N1,0
SAVINGS,N1,0
schedule,N1,0
Scientists,N1,0
SCL2,N3,2
SCL3,N3,2
SCL5,N3,2
SCL6,N3,2
SCM1,N3,2
SCM2,N3,2
SCR1,N3,2
SCR3,N3,2
SCRT,N3,2
SDEX,N3,2
SDIS,N3,2
seasons,N1,0
Sections,N1,0
SelectedObjects,N1,0
Selections,N1,0
Semesters,N1,0
Services,N1,0
Settlements,N1,0
SFC1,N3,2
SFC10,N3,2
SFC11,N3,2
SFC15,N3,2
SFC17,N3,2
SFC18,N3,2
SFC19,N3,2
SFC2,N3,2
SFC20,N3,2
SFC21,N3,2
SFC22,N3,2
SFC23,N3,2
SFC26,N3,2
SFC28,N3,2
SFC4,N3,2
SFC5,N3,2
SFC6,N3,2
SFC7,N3,2
SFC8,N3,2
SFI11,N3,2
SFI12,N3,2
SFI15,N3,2
SFI16,N3,2
SFI18,N3,2
SFI19,N3,2
SFI2,N3,2
SFI20,N3,2
SFI21,N3,2
SFI22,N3,2
SFI24,N3,2
SFI25,N3,2
SFI28,N3,2
SFI4,N3,2
SFI5,N3,2
SFI6,N3,2
SFI7,N3,2
SFI9,N3,2
shop,N1,0
Shops,N1,0
show,N1,0
SHR1,N3,2
singer,N1,0
singer_in_concert,N1,0
SITM,N3,2
SITW,N3,2
SIVK,N3,2
SIVL,N3,2
SIVL2,N3,2
SIVQ,N3,2
Skills_Required_To_Fix,N1,0
SLM1,N3,2
SOI1,N3,2
SOI2,N3,2
SOI3,N3,2
SOI4,N3,2
Songs,N1,0
SportsInfo,N1,0
SPP2,N3,2
SPRG,N3,2
sqlite_sequence,N1,0
sqlite_sequence,N1,0
SRA2,N3,2
SRT2,N3,2
stadium,N1,0
Staff,N1,0
Staff_Department_Assignments,N1,0
state,N1,0
Statements,N1,0
status,N1,0
Stay,N1,0
STC1,N3,2
stock,N1,0
store,N1,0
store_district,N1,0
store_product,N1,0
storm,N1,0
Street_Markets,N1,0
Student_Addresses,N1,0
Student_Course_Attendance,N1,0
Student_Course_Enrolment,N1,0
Student_Enrolment,N1,0
Student_Enrolment_Courses,N1,0
Student_Tests_Taken,N1,0
Students_in_Detention,N1,0
submission,N1,0
SUMMARY_Benthos_MetricsStacked_Events,N1,0
SUMMARY_Benthos_Taxa_List_ROMN_Only,N2,1
SUMMARY_BenthosOE_Events,N2,1
Supplier_Addresses,N1,0
Suppliers,N1,0
SVM2,N3,2
takes,N1,0
TAX1,N1,0
TAX2,N1,0
tbl_Benthic_MMI_OE,N2,1
tbl_BenthicLabResults,N1,0
tbl_BenthicMetrics,N1,0
tbl_BenthicSpeciesReferenceVials,N1,0
tbl_BenthicSpeciesRhithronXROMN,N1,0
tbl_Db_Meta,N2,1
tbl_Db_Revisions,N2,1
tbl_Deadwood,N2,1
tbl_Density,N1,0
tbl_Edit_Log,N1,0
tbl_EventNameOld_Legacy,N2,1
tbl_Events,N2,1
tbl_Events_LabQAQC_Legacy,N2,1
tbl_MicroHabitat,N2,1
tbl_Nests,N2,1
tbl_Sites,N2,1
tbl_Stations,N2,1
tbl_Stations_UTMs,N2,1
tbl_Transect,N2,1
tbl_Tree_Tags,N2,1
tblAbundance_LU,N2,1
tblEvents,N2,1
tblFieldDataAmphibianCallCounts,N2,1
tblFieldDataAmphibianEggMassCounts,N2,1
tblFieldDataCoverBoard,N2,1
tblFieldDataDriftFenceSurveys,N2,1
tblFieldDataGreenCardObservations,N2,1
tblFieldDataMinnowTrapSurveys,N2,1
tblFieldDataStreamSalamanderSurvey,N2,1
tblFieldDataTimeConstrainedSearches,N2,1
tblFieldDataTurtleTrapSurveys,N2,1
tblLocations,N2,1
tblLocDataSearchArea,N2,1
tblNHDArea_303d,N3,2
tblNHDWB_ORW,N3,2
tblNPSpecies,N2,1
tblTimes,N2,1
TCD4,N3,2
TCD5,N3,2
TCN1,N3,2
TCN3,N3,2
TDR1,N3,2
teacher,N1,0
Teachers,N1,0
teaches,N1,0
team,N1,0
team_half,N1,0
technician,N1,0
Templates,N1,0
TFC1,N3,2
Theme_Parks,N1,0
Things,N1,0
time_slot,N1,0
Timed_Locations_of_Things,N1,0
TIREPLAC,N2,1
tlu_BenthicSpeciesBioData,N2,1
tlu_BenthicSpeciesRhrithron,N2,1
tlu_BenthicSpeciesROMN,N2,1
tlu_Can_Pos,N2,1
tlu_Contacts,N2,1
tlu_Cover_Cls,N2,1
tlu_DataAccessLevel,N2,1
tlu_DataProcessingLevel,N2,1
tlu_DecayStage,N2,1
tlu_Enumerations,N2,1
tlu_Mod_Num,N2,1
tlu_PlantSpecies,N2,1
tlu_R1_RestOfPlot,N2,1
tlu_Species_REDW,N2,1
tlu_Species_WHIS,N2,1
tlu_topo_position,N2,1
tluBehavior,N2,1
tluCallIndex,N2,1
tluEggMassStages,N2,1
tluHabitat,N2,1
tluParkCode,N2,1
tluProject,N2,1
tluStage,N2,1
tluWeather,N2,1
Tourist_Attraction_Features,N1,0
TPI1,N3,2
TPI3,N3,2
TPS1,N3,2
TPS2,N3,2
TPW1,N3,2
TPW2,N3,2
TPW3,N3,2
TPW4,N3,2
TPW6,N3,2
TRA1,N3,2
Track,N1,0
tracks,N1,0
train,N1,0
Trained_In,N1,0
Transactions,N1,0
Transcript_Contents,N1,0
Transcripts,N1,0
TRB1,N3,2
TRB5,N3,2
Treatments,N1,0
TRN1,N3,2
TRS1,N3,2
TRT1,N3,2
trust,N1,0
Tryout,N1,0
TSI2,N3,2
TSP1,N3,2
TTP1,N3,2
tv_series,N2,1
tweets,N1,0
TXD1,N3,2
TXD4,N3,2
Type_Of_Restaurant,N1,0
UDG2,N3,2
UDG3,N3,2
UDG4,N3,2
UDO1,N3,2
UDO2,N3,2
UDO3,N3,2
UDO4,N3,2
UFD1,N3,2
UIC1,N3,2
UIC3,N3,2
UIC5,N3,2
UIC6,N3,2
UICU,N3,2
UILM,N3,2
UILM1,N3,2
UILM2,N3,2
UILM3,N3,2
UITM,N3,2
UIVE,N3,2
UIVK,N3,2
UIVL,N3,2
UIVL1,N3,2
UIVL2,N3,2
UIVQ,N3,2
UKD1,N3,2
user,N1,0
useracct,N2,1
Users,N1,0
USR3,N3,2
USR5,N3,2
USR7,N3,2
USR8,N3,2
USRN,N3,2
UWKO1,N3,2
UWOR,N3,2
UWOR1,N3,2
UWOR4,N3,2
UWOR5,N3,2
UWTX1,N3,2
VEB1,N3,2
VERTEBRATES,N1,0
Video_Games,N1,0
View_Unit_Status,N1,0
visitor,N1,0
Visits,N1,0
Visits_Restaurant,N1,0
VLG1,N3,2
VOTES,N1,0
VPICDECODE,N2,1
VPM5,N3,2
VPM7,N3,2
VPM8,N3,2
VPM9,N3,2
VRT1,N3,2
VRW1,N3,2
VRW2,N3,2
VRW3,N3,2
VRW4,N3,2
VTG1,N3,2
VTR1,N3,2
VTR2,N3,2
VTR3,N3,2
WBDHU12_Shape_Index,N2,1
WBDHU14_Shape_Index,N2,1
WBDHU16,N3,2
WBDHU16_Shape_Index,N2,1
WBDHU4_Shape_Index,N2,1
WBDHU6,N3,2
WBDHU8,N3,2
WBDHU8_Shape_Index,N2,1
WDBD1,N3,2
WDD1,N3,2
WDD2,N3,2
weather,N1,0
Web_client_accelerator,N1,0
WFLT1,N3,2
WFST1,N3,2
WHL1,N3,2
WHL2,N3,2
WHL3,N3,2
WHT1,N3,2
WHT3,N3,2
wine,N1,0
WLPD1,N3,2
WLS1,N3,2
WLS2,N3,2
WLS3,N3,2
WLS4,N3,2
WOR1,N3,2
WOR2,N3,2
WOR5,N3,2
WPK1,N3,2
WPK2,N3,2
WPK4,N3,2
WSV1,N3,2
WTC1,N3,2
WTC2,N3,2
WTD2,N3,2
WTD3,N3,2
WTD4,N3,2
WTD5,N3,2
WTM1,N3,2
WTM3,N3,2
WTM4,N3,2
WTM5,N3,2
WTQ12,N3,2
WTQ13,N3,2
WTQ14,N3,2
WTQ15,N3,2
WTQ18,N3,2
WTQ19,N3,2
WTQ21,N3,2
WTQ25,N3,2
WTQ26,N3,2
WTQ3,N3,2
WTQ4,N3,2
WTQ7,N3,2
WTR10,N3,2
WTR11,N3,2
WTR12,N3,2
WTR13,N3,2
WTR15,N3,2
WTR16,N3,2
WTR17,N3,2
WTR19,N3,2
WTR20,N3,2
WTR23,N3,2
WTR26,N3,2
WTR27,N3,2
WTR3,N3,2
WTR4,N3,2
WTR5,N3,2
WTR7,N3,2
WTR8,N3,2
WTR9,N3,2
WVT10,N3,2
WVT11,N3,2
WVT2,N3,2
WVT6,N3,2
WVT8,N3,2
WVT9,N3,2
XAP1,N3,2
XAP2,N3,2
XAP3,N3,2
XAP4,N3,2
XRDBV,N3,2
xref_Species_Alternate_Names,N2,1
XRREL,N3,2
XRXLS,N3,2
Xwalk_Benthos_Parameter,N2,1
Monday,N1,0
Thursday,N1,0
Friday,N1,0
Jul,N2,1
Aug,N2,1
Nov,N2,1
_Left,N1,0
_Right,N1,0
_Top,N1,0
_Value,N1,0
_Width,N1,0
18_49_Rating_Share,N2,1
A_Horizon,N2,1
ab,N3,2
AbsEbtry,N3,2
AbsId,N2,1
AbsolutVa,N2,1
AbundanceDetails,N1,0
AbundanceID,N1,0
AbundanceText,N1,0
ABWVAT,N3,2
ABWVATFc,N3,2
ABWVATSc,N3,2
ACAccQty,N2,1
acc_bal,N2,1
ACC_Road,N2,1
acc_type,N2,1
AccBaseFC,N2,1
AccBaseSC,N2,1
AccBaseSum,N2,1
AccCategory,N2,1
AccCritria,N2,1
accelerator_id,N1,0
AccEmploye,N2,1
Accepted,N1,0
Access,N1,0
AccessDate,N1,0
AccessKey,N1,0
AccessTime,N1,0
AccInvAP,N3,2
AccmAmnt,N3,2
AccmAmntSC,N3,2
AccNegQ,N3,2
AccNotes,N2,1
AccntntCod,N2,1
AccOpAmAP,N3,2
AccOpAmAR,N3,2
According,N1,0
Account,N1,0
Account_ID,N1,0
AccountChk,N2,1
AccountId,N1,0
AccPhBudg,N3,2
AccPoPhAmt,N3,2
AccQtyAR,N3,2
Accreditation_level,N1,0
Accreditation_type,N1,0
AccrualTyp,N2,1
AccStRem,N2,1
AcctBkNo,N3,2
AcctCdeFrm,N2,1
AcctCdeTo,N3,2
AcctDesc,N2,1
AcctDtn,N3,2
AcctMethod,N2,1
AcctNo,N2,1
AcctReq,N2,1
AcctStruct,N2,1
AcctType,N2,1
AccumDbCr,N3,2
AcCustomFC,N2,1
AccVPercAP,N3,2
AccWTaxSum,N2,1
AcqPRTyp,N3,2
ACRES_303D,N2,1
ActAddCost,N2,1
ActBaseLn,N2,1
ActBaseTp,N2,1
ActBlncFrC,N3,2
ActBlncToC,N2,1
ActCode,N2,1
ActCurrncy,N2,1
ActDelDate,N2,1
ActDiffBal,N2,1
ActDueDate,N1,0
ActDurType,N2,1
ActFailed,N2,1
ActFrmStat,N2,1
ActFrmtCod,N2,1
ActFromCod,N2,1
ActGroup,N2,1
ActICCost,N2,1
ActId,N2,1
ActionCode,N1,0
ActionDate,N1,0
ActionT,N2,1
ActionType,N1,0
ActItemEnt,N2,1
ACTIVATE,N1,0
Activated,N1,0
Active,N1,0
active_from_date,N1,0
active_to_date,N1,0
ActiveDst,N2,1
activity_name,N1,0
ActLastBal,N2,1
Actor_ID,N1,0
ActRate,N2,1
ActRef2,N2,1
ActRefDate,N2,1
ActSegNum,N2,1
ActSep,N2,1
ActSoftNam,N2,1
ActStatus,N1,0
ActToCode,N1,0
ActToState,N2,1
ActTypeID,N2,1
Actual_Destruction_Date,N1,0
ActualUnit,N2,1
ActuToDate,N2,1
ActWorkCod,N2,1
ActWorkSum,N2,1
ADAPT,N1,0
ADAPTEQUIP,N2,1
AdaptiveCruiseControlId,N1,0
AdaptiveDrivingBeam,N1,0
AdaptiveDrivingBeamId,N1,0
AdBoardId,N1,0
AdCtTxIRWT,N3,2
ADD_NAME,N1,0
AddBas,N2,1
AddBasSc,N2,1
AddBTF,N2,1
AddCurr1,N2,1
AddDlnBlnc,N2,1
AddExpLC,N2,1
AddField,N1,0
AddFrNavyA,N2,1
AddIdNum,N2,1
Addition,N1,0
AddItmDV,N2,1
AdditQty,N2,1
AddiUnit,N2,1
AddLegIn,N2,1
AddOnID,N2,1
AddOnIF,N2,1
AddPlat,N2,1
AddPrice1,N1,0
AddQuantit,N2,1
Addr3_3p,N2,1
Addr4_3p,N2,1
ADDRESS,N1,0
address_details,N1,0
Address_road,N1,0
Address_Type,N1,0
address_type_code,N1,0
address_type_description,N1,0
ADDRESS2,N1,0
Address2B,N2,1
Address3S,N2,1
AddressID,N1,0
AddressType,N1,0
AddrName,N2,1
AddrTypeS,N2,1
AddrTypeW,N2,1
AddtnlId,N2,1
AddTotalLC,N2,1
AddVat,N2,1
AdjTrans,N2,1
AdjustNum,N2,1
ADMStamp,N3,2
AdRgTxIRPH,N3,2
AdrsFromWh,N2,1
Adtnl_Key,N2,1
Adults,N1,0
Advance,N1,0
Advanced,N1,0
AdvImagePr,N2,1
Advisor,N1,0
AdWrkOrdr,N2,1
AExcBasSum,N3,2
Affiliate,N1,0
Affiliation,N1,0
AftAppl,N2,1
AftLineNum,N2,1
AftScript,N2,1
AG,N3,2
Age,N1,0
Agency/Title,N1,0
Agent,N1,0
AgentCode,N1,0
AgentName,N1,0
AgentNum,N2,1
AggregDoc,N2,1
aggression,N1,0
AggrType,N2,1
agility,N1,0
AgrEfctNum,N2,1
Agreg2Type,N2,1
Agriculture,N1,0
AgrLineNum,N2,1
AgrNoFrom,N2,1
AgrNoTo,N2,1
AgtCollect,N2,1
AirBagLocCurtainId,N2,1
AirBagLocKnee,N2,1
AirBagLocSeatCushionId,N2,1
AirBagLocSide,N2,1
AirBagLocSideId,N2,1
Aircraft,N1,0
Aircraft_Movements,N1,0
Airline,N1,0
AirPlanNum,N2,1
Airport_ID,N1,0
Airport_Name,N1,0
AirportCode,N1,0
AIS,N3,2
AISCODE,N3,2
album_id,N1,0
AlcCode,N2,1
ALCTEST,N2,1
AlertCode,N1,0
Alerted,N1,0
AlertPolFr,N2,1
Algo,N2,1
Alias,N1,0
AliasID,N1,0
AliasName,N1,0
alid,N2,1
AliqIcms,N3,2
All_Games,N1,0
All_Neutral,N1,0
AllItems,N1,0
AllocAcct,N2,1
AllocAmnt,N2,1
AllocatEnt,N2,1
Allocation,N1,0
AllowedTo,N1,0
AlloweFrom,N1,0
ALLOWENCES,N1,0
AllowFuPos,N2,1
AllowNegLt,N2,1
AllowPostZ,N2,1
AllowUncfm,N2,1
AllowUpdat,N2,1
AllTotalFC,N2,1
AlphaDoc,N2,1
alt,N2,1
AltBOEPost,N2,1
AltCrdNamB,N2,1
AltCrdName,N2,1
AltItem,N2,1
AltItems,N2,1
AltItmDocs,N2,1
Altitude,N1,0
AltQty,N2,1
AltRev,N2,1
AltSortCod,N2,1
AltSrtCodF,N2,1
AltTaxId,N2,1
AltTaxIdB,N2,1
AltVal,N2,1
AlwBPNOwn,N3,2
AlwProcDoc,N2,1
AmendedTo,N1,0
amenity_name,N1,0
Amerindian,N1,0
AmntBase,N2,1
AmntFC,N3,2
AmntLC,N3,2
AmntPdA,N3,2
AmntPdC,N3,2
AmntPdR,N3,2
AmntSC,N3,2
AmntsOnhld,N2,1
amount_of_discount,N1,0
amount_of_refund,N1,0
amount_paid,N1,0
amount_paid_in_full_yn,N2,1
amount_payment,N1,0
Amount_Piad,N2,1
Amount_Settled,N1,0
AmountDiff,N2,1
AmountFC,N2,1
AmountLC,N2,1
AmtDifPst,N3,2
AmtPvdNTxS,N3,2
AnaActive,N2,1
ANCurrency,N2,1
AnlIntrst,N2,1
Annual_entry_exit,N1,0
Answer,N1,0
AntilockBrakeSystemId,N1,0
ANTPTD_TMDL_SUB_DATE,N2,1
AOpnBlnAct,N2,1
APC,N3,2
ApCesInAcc,N2,1
ApCessAcc,N2,1
APCHist,N3,2
APCMFrnAct,N3,2
APConDiffG,N2,1
APConDiffL,N2,1
ApCsgstAcc,N3,2
ApDate,N2,1
APDocDtTo,N2,1
ApDocEntry,N2,1
ApDocType,N2,1
APDueDtFrm,N2,1
APExpAct,N2,1
ApHscAcc,N3,2
ApHscInAcc,N3,2
ApIgstAcc,N3,2
ApInvAmntF,N2,1
AplyARExhR,N3,2
ApndxOOrP,N3,2
App,N2,1
APP_ID,N2,1
AppDocNum,N2,1
Appelation,N1,0
ApplAmntFC,N2,1
ApplAmntSC,N2,1
ApplDct,N2,1
ApplDctSc,N3,2
ApplEq,N2,1
ApplEqFc,N2,1
ApplGrossF,N2,1
ApplGrossS,N2,1
ApplGrsFc,N3,2
Applications,N1,0
ApplicIFRS,N2,1
ApplID,N2,1
AppliedFC,N2,1
AppliedLC,N2,1
ApplNet,N2,1
ApplNetFc,N2,1
ApplNetSc,N2,1
ApplRvs,N2,1
ApplRvsSc,N3,2
ApplSum,N2,1
ApplSumFc,N3,2
ApplSumSc,N3,2
ApplVat,N2,1
ApplVatSc,N3,2
ApplVers,N2,1
ApplyToDoc,N1,0
ApplyVAT,N2,1
AppObjAbs,N2,1
Appointment,N1,0
AppointmentID,N1,0
AppOnUpd,N2,1
Appr,N2,1
Approved,N1,0
Approver,N1,0
ApprovNum,N2,1
AppSubLine,N2,1
Appt_Type,N2,1
ApSgstAcc,N3,2
ApSurAcc,N3,2
apt_booking_id,N2,1
apt_feature_1,N2,1
apt_feature_2,N2,1
apt_id,N2,1
apt_number,N2,1
ApTdsAcc,N3,2
ApTime,N2,1
APTISeries,N2,1
ApyBsActPL,N3,2
ApyBsActPV,N3,2
ApyBsActSP,N3,2
ApyPRinPEC,N3,2
ApyToNewBP,N2,1
AqcsTax,N2,1
AqcsTaxFC,N3,2
ARAbsEntry,N2,1
ArbolateSumKM,N2,1
ArcComp,N2,1
ArcEntry,N2,1
ArCgstAcc,N3,2
ArchBal,N2,1
ArchMethod,N2,1
ARCMAct,N3,2
ARCMExpAct,N3,2
ARCMFrnAct,N3,2
ARConDiffL,N2,1
ArCsgstAcc,N3,2
ARDocDate,N2,1
ARDocMemo,N2,1
ARDocNumAb,N2,1
AREA,N1,0
AREA,N1,0
area_code,N1,0
Area_size,N1,0
AreaAcres,N2,1
AreaID,N2,1
ARetSEFAZ,N3,2
ARExpAct,N2,1
ArgName,N2,1
ARINVAbs,N3,2
ARObjType,N2,1
ARRMEDICAL,N2,1
ArsnalCode,N2,1
ArsnalName,N2,1
ArSurInAcc,N2,1
ArTcsInAcc,N3,2
Artist,N1,0
Artist_ID,N1,0
artist_name,N1,0
ArtistId,N1,0
Artwork_ID,N1,0
ArUtgstAcc,N3,2
Ascending,N1,0
AsChild,N1,0
asessment_outcome_code,N1,0
Asian,N1,0
AsnBrnchBP,N2,1
AssblValue,N2,1
Assessee,N1,0
assessment_date,N1,0
asset_details,N1,0
asset_id,N1,0
asset_make,N1,0
asset_model,N1,0
AssetAmnt2,N2,1
AssetClass,N1,0
AssetCode,N1,0
AssetDate,N1,0
AssetGroup,N1,0
AssetInDoc,N2,1
AssetItem,N1,0
AssetRmk1,N2,1
Assets_in_Billion,N1,0
AssetSerNo,N2,1
AssetType,N1,0
AsseType,N2,1
AssignDate,N1,0
Assigned,N1,0
AssignedID,N1,0
Assignee,N1,0
AssigneeTy,N2,1
AssignName,N1,0
AssignTo,N1,0
AssngOBAAR,N3,2
AsstStatus,N2,1
AssType,N2,1
AssVal4WTR,N3,2
AtchEntry,N2,1
AtDocType,N2,1
ATOMID03,N2,1
ATOMID05,N2,1
ATOMID06,N2,1
ATOMID08,N2,1
ATOMID10,N2,1
ATOMID12,N2,1
ATOMID13,N2,1
AToRetrNFe,N3,2
AttachHTML,N2,1
AttendReci,N2,1
AttendUser,N1,0
AttmtNum,N2,1
AttNum,N2,1
Attorney_General,N1,0
Attr10Abs,N3,2
Attr10Val,N3,2
Attr1Abs,N3,2
Attr2Abs,N3,2
Attr2Val,N3,2
Attr3Abs,N3,2
Attr3Val,N3,2
Attr4Abs,N3,2
Attr4Val,N3,2
Attr6Abs,N3,2
Attr6Val,N3,2
Attr7Abs,N3,2
Attr7Val,N3,2
Attr8Val,N3,2
Attr9Val,N3,2
Attraction_Type_Code,N1,0
AttriAm49,N3,2
AttriAm53,N3,2
AttriAm54,N3,2
attribute_id,N1,0
Attributes,N1,0
AttributeT,N2,1
AttrID,N2,1
AttriDt45,N3,2
AttriDt46,N3,2
AttriDt47,N3,2
AttriInt33,N3,2
AttriInt34,N3,2
AttriInt35,N3,2
AttriInt36,N3,2
AttriInt37,N3,2
AttriInt38,N3,2
AttriInt41,N3,2
AttriPr55,N3,2
AttriPr56,N3,2
AttriPr58,N3,2
AttriQTY62,N3,2
AttriQTY63,N3,2
AttriTxt1,N3,2
AttriTxt12,N3,2
AttriTxt14,N3,2
AttriTxt16,N3,2
AttriTxt17,N3,2
AttriTxt18,N3,2
AttriTxt2,N3,2
AttriTxt21,N3,2
AttriTxt22,N3,2
AttriTxt27,N3,2
AttriTxt28,N3,2
AttriTxt3,N3,2
AttriTxt30,N3,2
AttriTxt31,N3,2
AttriTxt32,N3,2
AttriTxt4,N3,2
AttriTxt5,N3,2
AttriTxt7,N3,2
AttriTxt8,N3,2
AttriTxt9,N3,2
AttrName,N2,1
AttrValue,N2,1
AuImpRates,N2,1
AUTH_TOKEN,N2,1
AuthCode,N1,0
AuthFName,N2,1
AUTHGRPCD,N2,1
